customer_id,last_order,recency_days,frequency,monetary,R_score,F_score,M_score,segment
66879,2021-05-30,580,5,151108.71,4,3,4,Loyal Customers
66880,2018-01-13,1813,8,199158.0,2,4,4,Can't Lose Them
66881,2020-09-22,830,6,84651.23999999999,3,4,3,Loyal Customers
66882,2020-02-21,1044,7,174315.48,3,4,4,Loyal Customers
66883,2020-03-17,1019,2,60407.92,3,2,3,Promising
66884,2018-07-23,1622,5,60589.03,2,3,3,At Risk
66885,2022-04-30,245,5,137057.37,5,3,4,Loyal Customers
66887,2020-05-08,967,8,169541.22,3,4,4,Loyal Customers
66889,2016-10-08,2275,1,65730.6,1,1,3,Hibernating
66894,2016-07-10,2365,1,9405.74,1,1,1,Lost
66895,2017-12-19,1838,1,1246.51,2,1,1,Lost
66897,2017-12-19,1838,1,1939.39,2,1,1,Lost
66902,2022-03-15,291,6,113214.29000000001,4,4,3,Loyal Customers
66903,2019-07-30,1250,1,41008.03,3,1,2,Promising
66906,2017-10-10,1908,2,67732.13,2,2,3,Hibernating
66908,2019-06-02,1308,6,71142.98,3,4,3,Loyal Customers
66910,2019-05-15,1326,4,60980.83,3,3,3,Loyal Customers
66911,2013-06-03,3498,1,37365.37,1,1,2,Lost
66912,2020-06-16,928,6,145932.87,3,4,4,Loyal Customers
66916,2016-06-14,2391,1,8216.91,1,1,1,Lost
66920,2021-10-20,437,2,17896.04,4,2,1,New Customers
66921,2015-04-02,2830,2,11024.599999999999,1,2,1,Lost
66923,2021-06-09,570,10,231199.75,4,4,4,Champions
66924,2022-08-15,138,3,168467.17,5,3,4,Loyal Customers
66925,2018-05-15,1691,3,53496.61,2,3,2,At Risk
66926,2020-06-16,928,5,101341.20000000001,3,3,3,Loyal Customers
66927,2022-08-31,122,7,131643.41,5,4,4,Champions
66928,2016-04-30,2436,3,37385.490000000005,1,3,2,At Risk
66932,2015-08-26,2684,1,12651.7,1,1,1,Lost
66934,2015-08-01,2709,3,39566.04,1,3,2,At Risk
66936,2021-04-18,622,4,119730.98000000001,4,3,3,Loyal Customers
66937,2022-04-21,254,4,79330.26999999999,5,3,3,Loyal Customers
66939,2018-03-30,1737,2,29400.09,2,2,2,Lost
66941,2022-06-27,187,1,12320.53,5,1,1,New Customers
66942,2013-10-25,3354,1,6209.51,1,1,1,Lost
66943,2017-02-05,2155,3,44427.17,2,3,2,At Risk
66945,2020-07-24,890,4,72960.94,3,3,3,Loyal Customers
66948,2020-12-30,731,21,440528.44,3,5,5,Loyal Customers
66950,2021-12-22,374,21,489553.91000000003,4,5,5,Champions
66951,2021-07-30,519,21,439944.01,4,5,5,Champions
66952,2022-03-30,276,21,488806.85,4,5,5,Champions
66954,2022-11-24,37,25,715820.71,5,5,5,Champions
66955,2022-10-31,61,18,549723.0,5,5,5,Champions
66956,2022-01-07,358,17,404002.83999999997,4,5,5,Champions
66958,2020-09-12,840,5,98002.29999999999,3,3,3,Loyal Customers
66959,2022-10-27,65,10,361712.29,5,4,5,Champions
66961,2019-05-13,1328,7,228599.49000000002,3,4,4,Loyal Customers
66962,2022-05-18,227,9,327396.78,5,4,5,Champions
66963,2021-09-29,458,6,162233.97999999998,4,4,4,Champions
66964,2018-03-18,1749,6,100222.41,2,4,3,At Risk
66965,2020-03-31,1005,3,51590.57,3,3,2,Need Attention
66966,2022-10-12,80,13,374119.82,5,5,5,Champions
66967,2020-06-29,915,11,280194.66000000003,3,5,5,Loyal Customers
66973,2018-08-09,1605,14,311898.0,2,5,5,Can't Lose Them
66975,2022-08-30,123,19,399495.33,5,5,5,Champions
66977,2022-08-10,143,19,344948.92,5,5,5,Champions
66980,2020-05-24,951,3,67858.6,3,3,3,Loyal Customers
66981,2018-04-24,1712,2,28061.120000000003,2,2,2,Lost
66982,2015-06-29,2742,3,47948.56,1,3,2,At Risk
66987,2022-11-08,53,1,24872.9,5,1,2,New Customers
66988,2020-04-29,976,11,198188.11000000002,3,5,4,Loyal Customers
66990,2015-03-07,2856,2,29194.96,1,2,2,Lost
66991,2021-03-30,641,7,113484.29,4,4,3,Loyal Customers
66992,2021-07-30,519,11,212894.15,4,5,4,Champions
66993,2015-08-24,2686,1,6734.73,1,1,1,Lost
66997,2018-08-11,1603,1,42735.6,2,1,2,Lost
66999,2012-12-08,3675,1,46297.6,1,1,2,Lost
67000,2022-10-25,67,3,125809.75,5,3,4,Loyal Customers
67002,2019-06-02,1308,4,117811.1,3,3,3,Loyal Customers
67011,2014-08-29,3046,1,24224.76,1,1,2,Lost
67014,2018-06-01,1674,2,64069.02,2,2,3,Hibernating
67015,2018-09-01,1582,2,108621.06,2,2,3,Hibernating
67017,2018-05-31,1675,1,20751.28,2,1,1,Lost
67020,2016-03-15,2482,1,3292.0,1,1,1,Lost
67026,2018-06-15,1660,1,33054.24,2,1,2,Lost
67033,2022-02-21,313,16,315187.38,4,5,5,Champions
67034,2022-04-26,249,22,387493.68,5,5,5,Champions
67035,2021-11-23,403,17,396619.49,4,5,5,Champions
67036,2022-03-27,279,27,616992.25,4,5,5,Champions
67037,2022-10-30,62,21,453424.48,5,5,5,Champions
67038,2017-08-24,1955,4,72902.48999999999,2,3,3,At Risk
67040,2016-05-03,2433,4,85245.32,1,3,3,At Risk
67041,2017-08-25,1954,3,29862.33,2,3,2,At Risk
67042,2017-08-03,1976,2,47455.78999999999,2,2,2,Lost
67043,2018-05-20,1686,2,36518.6,2,2,2,Lost
67044,2019-09-21,1197,6,86273.52,3,4,3,Loyal Customers
67045,2013-02-21,3600,1,16701.8,1,1,1,Lost
67046,2019-05-29,1312,6,104072.64,3,4,3,Loyal Customers
67048,2018-09-30,1553,1,12291.05,2,1,1,Lost
67051,2016-08-15,2329,2,48151.44,1,2,2,Lost
67052,2018-10-01,1552,1,6789.61,2,1,1,Lost
67054,2017-07-15,1995,1,16464.94,2,1,1,Lost
67059,2021-06-20,559,2,70667.9,4,2,3,New Customers
67060,2021-06-21,558,2,21664.18,4,2,1,New Customers
67064,2022-11-28,33,6,111833.98000000001,5,4,3,Loyal Customers
67065,2021-03-13,658,13,258126.86000000002,4,5,4,Champions
67066,2021-06-25,554,9,304936.57,4,4,5,Champions
67067,2018-03-15,1752,6,134761.37,2,4,4,Can't Lose Them
67071,2020-06-15,929,1,122601.68,3,1,3,Promising
67075,2017-07-16,1994,1,16025.37,2,1,1,Lost
67079,2019-07-14,1266,1,14027.35,3,1,1,Promising
67088,2016-05-27,2409,2,30536.219999999998,1,2,2,Lost
67089,2022-07-10,174,3,14027.390000000001,5,3,1,Need Attention
67090,2022-07-10,174,4,63850.91,5,3,3,Loyal Customers
67091,2018-06-23,1652,2,14067.36,2,2,1,Lost
67092,2020-03-25,1011,3,55279.58,3,3,2,Need Attention
67093,2013-06-20,3481,1,43575.0,1,1,2,Lost
67096,2015-04-14,2818,1,8375.68,1,1,1,Lost
67098,2014-08-07,3068,1,33808.95,1,1,2,Lost
67104,2016-06-29,2376,2,96794.13,1,2,3,Hibernating
67105,2022-04-26,249,1,23367.24,5,1,2,New Customers
67106,2022-09-08,114,1,64796.9,5,1,3,New Customers
67107,2015-07-28,2713,1,21788.28,1,1,1,Lost
67111,2012-07-31,3805,1,17764.96,1,1,1,Lost
67117,2021-12-09,387,1,21150.04,4,1,1,New Customers
67118,2017-06-28,2012,4,84780.33,2,3,3,At Risk
67120,2018-09-12,1571,2,34530.44,2,2,2,Lost
67122,2018-03-12,1755,5,29478.12,2,3,2,At Risk
67127,2014-11-27,2956,1,41958.67,1,1,2,Lost
67130,2013-04-03,3559,1,34253.47,1,1,2,Lost
67134,2018-08-31,1583,9,214232.95,2,4,4,Can't Lose Them
67135,2022-10-12,80,18,519948.38,5,5,5,Champions
67136,2022-03-03,303,14,305256.93,4,5,5,Champions
67143,2021-04-27,613,14,357693.69,4,5,5,Champions
67144,2022-08-25,128,14,266242.53,5,5,5,Champions
67145,2022-08-01,152,11,168930.03,5,5,4,Champions
67146,2022-07-17,167,23,687276.26,5,5,5,Champions
67147,2022-06-03,211,13,281835.7,5,5,5,Champions
67148,2018-06-26,1649,4,42425.92,2,3,2,At Risk
67149,2020-07-31,883,8,209482.76,3,4,4,Loyal Customers
67150,2018-01-01,1825,5,31281.86,2,3,2,At Risk
67152,2022-09-10,112,8,149518.79,5,4,4,Champions
67155,2021-03-18,653,1,19254.8,4,1,1,New Customers
67156,2022-03-20,286,3,88053.17,4,3,3,Loyal Customers
67158,2018-03-30,1737,2,26890.92,2,2,2,Lost
67160,2022-09-17,105,5,77439.22,5,3,3,Loyal Customers
67161,2019-12-26,1101,6,100169.31999999999,3,4,3,Loyal Customers
67165,2019-07-22,1258,5,120912.1,3,3,3,Loyal Customers
67166,2022-03-30,276,2,13008.48,4,2,1,New Customers
67167,2018-04-01,1735,3,45459.66,2,3,2,At Risk
67168,2017-08-02,1977,2,46947.22,2,2,2,Lost
67169,2013-07-01,3470,1,8357.79,1,1,1,Lost
67170,2019-07-22,1258,4,64280.100000000006,3,3,3,Loyal Customers
67171,2020-04-08,997,2,5189.99,3,2,1,Promising
67173,2022-01-06,359,6,168538.3,4,4,4,Champions
67175,2022-06-22,192,5,196499.91,5,3,4,Loyal Customers
67176,2019-06-23,1287,5,147734.35,3,3,4,Loyal Customers
67177,2022-07-24,160,8,147477.65,5,4,4,Champions
67179,2019-07-30,1250,4,139466.69,3,3,4,Loyal Customers
67180,2022-05-30,215,8,285212.36,5,4,5,Champions
67181,2022-06-30,184,4,74717.56,5,3,3,Loyal Customers
67182,2021-04-21,619,5,117220.43000000001,4,3,3,Loyal Customers
67183,2020-09-22,830,9,121813.02,3,4,3,Loyal Customers
67184,2022-04-01,274,7,115625.23000000001,4,4,3,Loyal Customers
67185,2018-05-28,1678,6,142901.48,2,4,4,Can't Lose Them
67186,2022-11-24,37,9,243439.55,5,4,4,Champions
67188,2022-01-18,347,3,62945.47,4,3,3,Loyal Customers
67189,2021-07-14,535,10,305818.15,4,4,5,Champions
67190,2022-06-12,202,8,167697.77,5,4,4,Champions
67191,2022-10-12,80,9,109365.68000000001,5,4,3,Loyal Customers
67192,2020-05-26,949,7,144985.97,3,4,4,Loyal Customers
67193,2015-09-13,2666,1,5409.04,1,1,1,Lost
67194,2019-11-16,1141,4,167517.65,3,3,4,Loyal Customers
67195,2021-08-23,495,8,205679.92,4,4,4,Champions
67196,2019-08-01,1248,4,21993.77,3,3,1,Need Attention
67197,2021-10-13,444,5,157317.68999999997,4,3,4,Loyal Customers
67198,2022-12-10,21,12,346434.37,5,5,5,Champions
67199,2022-12-27,4,13,221988.23,5,5,4,Champions
67200,2018-12-19,1473,6,63201.2,2,4,3,At Risk
67201,2019-08-29,1220,13,291317.38,3,5,5,Loyal Customers
67202,2021-11-10,416,3,22963.46,4,3,2,Need Attention
67203,2021-05-13,597,10,198315.26,4,4,4,Champions
67204,2019-05-15,1326,6,84980.45,3,4,3,Loyal Customers
67205,2018-08-17,1597,6,68406.55,2,4,3,At Risk
67206,2022-06-17,197,9,125629.48000000001,5,4,4,Champions
67207,2022-01-28,337,10,221054.48,4,4,4,Champions
67208,2021-05-18,592,1,4870.4,4,1,1,New Customers
67209,2021-08-20,498,4,70338.89,4,3,3,Loyal Customers
67210,2018-06-24,1651,1,28661.85,2,1,2,Lost
67211,2019-09-16,1202,4,54975.219999999994,3,3,2,Need Attention
67212,2017-03-29,2103,2,46574.53,2,2,2,Lost
67213,2021-04-26,614,14,282771.16,4,5,5,Champions
67214,2021-11-05,421,17,488409.7,4,5,5,Champions
67215,2020-02-25,1040,6,115968.03,3,4,3,Loyal Customers
67218,2022-02-09,325,10,291464.57,4,4,5,Champions
67219,2021-08-27,491,6,70910.76,4,4,3,Loyal Customers
67220,2022-07-24,160,7,114812.71,5,4,3,Loyal Customers
67221,2021-12-27,369,8,206412.53,4,4,4,Champions
67223,2021-04-02,638,12,334973.54,4,5,5,Champions
67224,2022-04-01,274,13,386007.3,4,5,5,Champions
67225,2022-06-16,198,10,327300.96,5,4,5,Champions
67226,2021-05-02,608,17,539977.37,4,5,5,Champions
67228,2022-03-31,275,12,172600.01,4,5,4,Champions
67229,2022-07-12,172,10,171965.91999999998,5,4,4,Champions
67230,2022-01-19,346,17,400676.3,4,5,5,Champions
67232,2022-06-07,207,13,278806.15,5,5,5,Champions
67233,2020-08-28,855,13,273133.72,3,5,5,Loyal Customers
67235,2021-08-17,501,8,150236.43,4,4,4,Champions
67236,2018-03-31,1736,7,233541.51,2,4,4,Can't Lose Them
67237,2022-03-31,275,11,227955.31,4,5,4,Champions
67238,2021-11-29,397,9,167172.46,4,4,4,Champions
67239,2020-04-30,975,8,177180.29,3,4,4,Loyal Customers
67240,2021-05-30,580,12,237556.78000000003,4,5,4,Champions
67242,2021-03-12,659,11,214309.85,4,5,4,Champions
67243,2022-06-18,196,7,156784.18,5,4,4,Champions
67244,2018-06-02,1673,4,76848.49,2,3,3,At Risk
67245,2021-03-05,666,7,192079.87,4,4,4,Champions
67246,2019-01-24,1437,9,185207.41999999998,3,4,4,Loyal Customers
67251,2018-10-31,1522,1,119950.74,2,1,3,Hibernating
67258,2021-07-30,519,7,230099.55,4,4,4,Champions
67259,2019-04-30,1341,5,136012.88999999998,3,3,4,Loyal Customers
67260,2017-05-10,2061,4,183702.87,2,3,4,At Risk
67261,2017-07-23,1987,3,72995.91,2,3,3,At Risk
67262,2019-05-27,1314,7,171714.57,3,4,4,Loyal Customers
67263,2013-12-20,3298,1,7881.38,1,1,1,Lost
67272,2019-05-08,1333,1,26352.05,3,1,2,Promising
67274,2016-06-24,2381,1,6156.15,1,1,1,Lost
67279,2019-01-30,1431,1,5153.6,3,1,1,Promising
67282,2019-02-01,1429,2,32552.59,3,2,2,Promising
67283,2014-02-10,3246,1,30074.65,1,1,2,Lost
67290,2017-05-11,2060,1,29290.28,2,1,2,Lost
67292,2022-03-26,280,3,100625.47,4,3,3,Loyal Customers
67295,2014-12-22,2931,1,7125.75,1,1,1,Lost
67297,2014-08-16,3059,2,19916.55,1,2,1,Lost
67300,2019-10-12,1176,4,76217.45999999999,3,3,3,Loyal Customers
67303,2015-05-14,2788,1,32225.55,1,1,2,Lost
67304,2017-12-28,1829,2,47355.46,2,2,2,Lost
67306,2020-01-30,1066,2,118038.65,3,2,3,Promising
67313,2022-05-14,231,38,1019814.4,5,5,5,Champions
67314,2022-12-01,30,19,421106.87,5,5,5,Champions
67315,2021-05-20,590,25,824745.15,4,5,5,Champions
67316,2022-03-29,277,16,495864.45,4,5,5,Champions
67318,2019-11-16,1141,22,544467.85,3,5,5,Loyal Customers
67319,2018-05-12,1694,11,478393.13,2,5,5,Can't Lose Them
67320,2020-05-14,961,10,167902.9,3,4,4,Loyal Customers
67321,2022-02-09,325,20,540587.54,4,5,5,Champions
67322,2022-12-02,29,14,426369.97000000003,5,5,5,Champions
67323,2021-12-30,366,36,855677.5599999999,4,5,5,Champions
67324,2022-08-01,152,42,953229.68,5,5,5,Champions
67325,2022-05-22,223,33,688831.33,5,5,5,Champions
67328,2022-08-28,125,21,565541.98,5,5,5,Champions
67329,2022-10-01,91,22,564909.83,5,5,5,Champions
67330,2022-09-11,111,26,552320.0700000001,5,5,5,Champions
67331,2022-08-12,141,16,368592.24,5,5,5,Champions
67332,2022-12-25,6,20,444360.83,5,5,5,Champions
67334,2022-12-28,3,3,33597.5,5,3,2,Need Attention
67335,2017-11-28,1859,4,127775.27,2,3,4,At Risk
67336,2022-12-30,1,4,86310.12,5,3,3,Loyal Customers
67337,2020-05-24,951,7,143016.66999999998,3,4,4,Loyal Customers
67339,2022-05-21,224,7,126801.23,5,4,4,Champions
67340,2022-06-14,200,10,222131.2,5,4,4,Champions
67343,2019-05-30,1311,2,13642.849999999999,3,2,1,Promising
67344,2019-03-13,1389,7,79003.29,3,4,3,Loyal Customers
67345,2021-10-29,428,6,33175.42,4,4,2,Need Attention
67346,2019-05-31,1310,3,14810.58,3,3,1,Need Attention
67348,2020-01-16,1080,4,190569.16999999998,3,3,4,Loyal Customers
67349,2022-06-18,196,6,316413.36,5,4,5,Champions
67351,2017-09-30,1918,5,164294.47999999998,2,3,4,At Risk
67352,2017-09-21,1927,4,185003.08000000002,2,3,4,At Risk
67358,2021-06-17,562,2,61276.36,4,2,3,New Customers
67361,2012-12-18,3665,1,4029.03,1,1,1,Lost
67362,2020-06-24,920,3,31499.61,3,3,2,Need Attention
67367,2015-09-25,2654,1,8753.85,1,1,1,Lost
67369,2013-09-09,3400,1,4768.2,1,1,1,Lost
67373,2014-04-17,3180,1,20494.96,1,1,1,Lost
67376,2014-11-15,2968,1,22359.46,1,1,1,Lost
67377,2018-08-02,1612,1,11951.36,2,1,1,Lost
67379,2014-12-25,2928,1,1145.1,1,1,1,Lost
67380,2021-10-20,437,1,20115.64,4,1,1,New Customers
67385,2021-07-25,524,1,24288.88,4,1,2,New Customers
67391,2013-06-30,3471,1,2247.54,1,1,1,Lost
67394,2016-07-07,2368,1,20560.63,1,1,1,Lost
67395,2018-03-23,1744,1,27575.12,2,1,2,Lost
67396,2018-11-03,1519,3,42463.04,2,3,2,At Risk
67397,2015-12-25,2563,1,5922.64,1,1,1,Lost
67400,2013-04-12,3550,1,53087.07,1,1,2,Lost
67403,2018-07-11,1634,1,26755.92,2,1,2,Lost
67413,2018-07-11,1634,1,7927.96,2,1,1,Lost
67415,2013-05-15,3517,1,2788.3,1,1,1,Lost
67416,2022-05-23,222,4,129322.3,5,3,4,Loyal Customers
67417,2012-12-21,3662,1,14375.76,1,1,1,Lost
67418,2017-09-07,1941,2,20578.239999999998,2,2,1,Lost
67419,2018-07-15,1630,3,45603.38,2,3,2,At Risk
67420,2019-10-16,1172,2,38598.35,3,2,2,Promising
67421,2012-12-28,3655,1,2387.14,1,1,1,Lost
67425,2019-07-19,1261,1,54868.77,3,1,2,Promising
67426,2015-09-27,2652,1,37988.94,1,1,2,Lost
67427,2020-05-08,967,1,7875.62,3,1,1,Promising
67428,2012-12-27,3656,1,3414.27,1,1,1,Lost
67429,2015-06-27,2744,1,802.22,1,1,1,Lost
67430,2016-08-30,2314,3,121204.19999999998,1,3,3,At Risk
67432,2022-03-12,294,3,35803.78,4,3,2,Need Attention
67434,2015-07-10,2731,1,7577.55,1,1,1,Lost
67439,2016-02-14,2512,1,21944.95,1,1,1,Lost
67445,2013-05-17,3515,1,3521.69,1,1,1,Lost
67446,2013-05-16,3516,1,7136.58,1,1,1,Lost
67448,2017-01-01,2190,1,4732.61,2,1,1,Lost
67449,2015-05-02,2800,1,4815.06,1,1,1,Lost
67450,2017-01-01,2190,1,2444.64,2,1,1,Lost
67453,2016-12-20,2202,1,3419.13,2,1,1,Lost
67458,2021-10-01,456,9,147531.84,4,4,4,Champions
67459,2022-01-25,340,9,271282.65,4,4,5,Champions
67460,2021-05-24,586,14,419553.41000000003,4,5,5,Champions
67462,2020-04-08,997,9,233977.2,3,4,4,Loyal Customers
67464,2016-01-31,2526,1,17596.2,1,1,1,Lost
67465,2016-04-19,2447,1,78895.81,1,1,3,Hibernating
67466,2018-04-02,1734,2,84733.34,2,2,3,Hibernating
67468,2015-04-19,2813,1,10307.04,1,1,1,Lost
67470,2016-02-01,2525,2,27703.89,1,2,2,Lost
67472,2017-07-02,2008,1,5400.24,2,1,1,Lost
67473,2022-10-02,90,20,636274.81,5,5,5,Champions
67474,2022-11-22,39,18,503501.49,5,5,5,Champions
67475,2022-03-22,284,18,345325.12,4,5,5,Champions
67476,2022-07-01,183,26,679322.58,5,5,5,Champions
67478,2019-05-06,1335,8,237198.75,3,4,4,Loyal Customers
67479,2020-08-29,854,9,304954.05,3,4,5,Loyal Customers
67482,2021-06-30,549,22,679097.53,4,5,5,Champions
67484,2018-12-10,1482,1,3189.0,2,1,1,Lost
67486,2018-04-22,1714,4,55733.45,2,3,2,At Risk
67487,2018-12-09,1483,2,25889.260000000002,2,2,2,Lost
67489,2014-12-17,2936,1,27178.2,1,1,2,Lost
67490,2017-10-31,1887,2,42700.57,2,2,2,Lost
67491,2021-04-23,617,4,32612.300000000003,4,3,2,Need Attention
67492,2020-02-05,1060,5,127151.63,3,3,4,Loyal Customers
67493,2019-09-30,1188,1,3999.12,3,1,1,Promising
67495,2015-04-26,2806,1,6738.3,1,1,1,Lost
67497,2020-12-24,737,2,48759.55,3,2,2,Promising
67504,2020-12-22,739,1,3819.52,3,1,1,Promising
67506,2014-05-30,3137,1,8216.04,1,1,1,Lost
67507,2015-08-10,2700,1,2394.94,1,1,1,Lost
67511,2017-07-12,1998,1,1559.51,2,1,1,Lost
67513,2016-04-02,2464,1,16446.67,1,1,1,Lost
67518,2022-12-20,11,30,1002177.54,5,5,5,Champions
67519,2022-07-05,179,21,634644.5,5,5,5,Champions
67520,2022-05-04,241,32,711854.25,5,5,5,Champions
67522,2022-12-17,14,22,498316.61,5,5,5,Champions
67523,2022-10-29,63,40,894453.49,5,5,5,Champions
67526,2022-07-11,173,29,812739.4,5,5,5,Champions
67527,2022-07-31,153,24,620738.05,5,5,5,Champions
67529,2022-12-07,24,21,489366.15,5,5,5,Champions
67530,2022-08-01,152,18,420048.11,5,5,5,Champions
67531,2021-11-14,412,11,211933.09,4,5,4,Champions
67532,2020-11-10,781,17,277148.1,3,5,5,Loyal Customers
67536,2022-06-23,191,44,1083655.91,5,5,5,Champions
67537,2022-07-01,183,45,1030992.71,5,5,5,Champions
67538,2022-07-24,160,20,546540.08,5,5,5,Champions
67539,2022-03-04,302,19,500569.06,4,5,5,Champions
67540,2021-05-08,602,21,544671.87,4,5,5,Champions
67541,2022-08-04,149,25,743244.36,5,5,5,Champions
67543,2022-09-14,108,36,952281.65,5,5,5,Champions
67544,2022-07-28,156,39,907893.01,5,5,5,Champions
67545,2022-08-30,123,46,1197167.03,5,5,5,Champions
67546,2022-12-01,30,44,1145080.88,5,5,5,Champions
67547,2021-11-04,422,46,1339670.66,4,5,5,Champions
67549,2022-11-21,40,4,35575.17,5,3,2,Need Attention
67551,2018-06-10,1665,7,89066.91,2,4,3,At Risk
67552,2018-09-02,1581,4,50391.649999999994,2,3,2,At Risk
67553,2022-09-30,92,2,41804.36,5,2,2,New Customers
67554,2018-06-06,1669,5,54191.89,2,3,2,At Risk
67559,2013-11-21,3327,1,5847.51,1,1,1,Lost
67561,2016-09-24,2289,1,15507.36,1,1,1,Lost
67563,2014-12-10,2943,6,160780.16,1,4,4,Can't Lose Them
67564,2017-01-08,2183,1,10630.45,2,1,1,Lost
67565,2014-12-10,2943,4,109797.53,1,3,3,At Risk
67566,2014-12-10,2943,5,121571.23,1,3,3,At Risk
67568,2022-08-24,129,33,894320.62,5,5,5,Champions
67569,2021-07-19,530,32,885837.51,4,5,5,Champions
67570,2022-04-21,254,32,932458.73,5,5,5,Champions
67571,2022-03-31,275,24,609987.35,4,5,5,Champions
67573,2022-10-31,61,40,1079315.6099999999,5,5,5,Champions
67575,2022-02-12,322,35,991056.47,4,5,5,Champions
67576,2022-05-04,241,46,1134794.74,5,5,5,Champions
67581,2018-05-09,1697,1,46211.2,2,1,2,Lost
67584,2016-12-19,2203,1,49886.64,2,1,2,Lost
67585,2017-12-09,1848,2,52621.1,2,2,2,Lost
67588,2015-12-29,2559,1,4868.92,1,1,1,Lost
67590,2015-04-24,2808,1,73065.58,1,1,3,Hibernating
67591,2015-12-30,2558,1,5680.75,1,1,1,Lost
67593,2021-02-18,681,8,210734.28,3,4,4,Loyal Customers
67596,2022-07-27,157,5,97472.20999999999,5,3,3,Loyal Customers
67597,2015-12-31,2557,6,164201.78,1,4,4,Can't Lose Them
67603,2022-10-25,67,5,188000.87,5,3,4,Loyal Customers
67604,2020-04-17,988,8,235818.28999999998,3,4,4,Loyal Customers
67605,2021-03-31,640,13,385137.03,4,5,5,Champions
67606,2022-03-07,299,11,143946.49,4,5,4,Champions
67607,2022-08-10,143,8,186259.94,5,4,4,Champions
67608,2022-09-29,93,19,529586.95,5,5,5,Champions
67609,2022-04-13,262,13,233943.45,4,5,4,Champions
67610,2022-07-15,169,16,516629.43,5,5,5,Champions
67612,2022-10-31,61,14,569419.11,5,5,5,Champions
67616,2022-07-27,157,2,36231.35,5,2,2,New Customers
67617,2020-06-18,926,5,151144.3,3,3,4,Loyal Customers
67619,2021-07-20,529,11,199738.05,4,5,4,Champions
67620,2022-04-14,261,8,165221.21,4,4,4,Champions
67622,2019-07-18,1262,16,416075.43,3,5,5,Loyal Customers
67625,2017-11-02,1885,1,14608.26,2,1,1,Lost
67628,2019-06-11,1299,4,42431.7,3,3,2,Need Attention
67632,2015-08-26,2684,2,95375.13,1,2,3,Hibernating
67633,2020-02-21,1044,3,97782.8,3,3,3,Loyal Customers
67634,2022-07-06,178,5,198486.74,5,3,4,Loyal Customers
67635,2022-10-10,82,2,49085.88,5,2,2,New Customers
67637,2017-11-25,1862,3,101686.78,2,3,3,At Risk
67638,2015-07-17,2724,2,22393.440000000002,1,2,1,Lost
67639,2022-02-26,308,4,183015.09000000003,4,3,4,Loyal Customers
67640,2020-10-14,808,10,249577.97,3,4,4,Loyal Customers
67641,2020-09-24,828,6,171293.52,3,4,4,Loyal Customers
67642,2018-05-30,1676,3,29684.08,2,3,2,At Risk
67644,2021-11-04,422,1,31798.62,4,1,2,New Customers
67647,2021-05-30,580,2,32961.66,4,2,2,New Customers
67648,2021-05-12,598,5,199944.34999999998,4,3,4,Loyal Customers
67650,2020-09-29,823,4,97768.69,3,3,3,Loyal Customers
67651,2018-08-24,1590,6,115267.79000000001,2,4,3,At Risk
67652,2021-05-02,608,4,92726.39,4,3,3,Loyal Customers
67653,2021-09-17,470,6,82448.78,4,4,3,Loyal Customers
67654,2018-06-02,1673,6,155317.36,2,4,4,Can't Lose Them
67655,2021-04-21,619,13,378483.17,4,5,5,Champions
67656,2021-06-17,562,12,307823.67,4,5,5,Champions
67657,2020-06-17,927,8,181192.96000000002,3,4,4,Loyal Customers
67658,2017-10-31,1887,2,40617.94,2,2,2,Lost
67661,2017-08-15,1964,1,13052.04,2,1,1,Lost
67662,2017-05-09,2062,1,25967.49,2,1,2,Lost
67663,2022-05-26,219,12,333726.0,5,5,5,Champions
67664,2022-03-31,275,20,342918.9,4,5,5,Champions
67665,2022-04-03,272,15,437738.77,4,5,5,Champions
67666,2022-05-12,233,18,439474.67,5,5,5,Champions
67667,2020-02-23,1042,23,616582.85,3,5,5,Loyal Customers
67670,2013-03-29,3564,1,26864.99,1,1,2,Lost
67673,2020-11-12,779,2,96703.35,3,2,3,Promising
67674,2014-05-13,3154,1,30843.8,1,1,2,Lost
67678,2017-05-23,2048,1,15237.0,2,1,1,Lost
67679,2015-10-14,2635,1,25813.75,1,1,2,Lost
67681,2015-01-24,2898,1,11339.52,1,1,1,Lost
67687,2015-08-02,2708,3,84057.69,1,3,3,At Risk
67688,2016-10-26,2257,8,99785.86,2,4,3,At Risk
67689,2019-06-30,1280,10,268402.25,3,4,5,Loyal Customers
67690,2020-08-24,859,16,319982.62,3,5,5,Loyal Customers
67691,2018-06-22,1653,9,145547.31,2,4,4,Can't Lose Them
67693,2022-03-31,275,16,375861.88,4,5,5,Champions
67694,2022-06-20,194,19,489487.31,5,5,5,Champions
67697,2022-04-28,247,16,508040.88,5,5,5,Champions
67698,2017-10-19,1899,2,67295.87,2,2,3,Hibernating
67699,2016-09-26,2287,2,16569.29,1,2,1,Lost
67701,2021-10-20,437,2,53946.31,4,2,2,New Customers
67702,2022-02-07,327,1,5547.87,4,1,1,New Customers
67703,2021-02-19,680,7,164137.89,3,4,4,Loyal Customers
67704,2022-12-20,11,2,9159.380000000001,5,2,1,New Customers
67705,2019-05-28,1313,6,145644.84,3,4,4,Loyal Customers
67706,2022-09-09,113,1,1226.36,5,1,1,New Customers
67708,2021-11-03,423,7,217853.69,4,4,4,Champions
