Date,Revenue,COGS,gross_revenue,gross_cogs,rev_diff_pct,cogs_diff_pct
2017-12-12,2636835.06,2612267.82,2636835.06,2612267.821611339,0.0,6.168354491321465e-08
2017-12-13,2887343.12,2845278.71,2887343.12,2845278.709930506,0.0,2.4424283389076173e-09
2017-12-14,2544808.4,2511218.15,2544808.4,2511218.1538066957,0.0,1.5158761924865792e-07
2017-12-15,2615767.25,2602096.36,2615767.25,2602096.3563947314,0.0,1.385524566032897e-07
2017-12-16,1895310.17,1824600.76,1895310.17,1824600.7586670485,0.0,7.305441858949251e-08
2017-12-17,2997880.85,2962168.44,2997880.85,2962168.4407777274,0.0,2.6255342138005896e-08
2017-12-18,2575839.99,2572642.87,2575839.99,2572642.8660141006,0.0,1.5493403872838516e-07
2017-12-19,2830509.48,2835294.19,2830509.48,2835294.1888253577,0.0,4.1429289521661774e-08
2017-12-20,3950305.28,3962113.72,3950305.28,3962113.7192294723,0.0,1.9447394091024902e-08
2017-12-21,2446276.92,2392977.63,2446276.92,2392977.6329996646,0.0,1.2535281200895182e-07
2017-12-22,2423079.28,2383321.92,2423079.28,2383321.9211747423,0.0,4.929012510163655e-08
2017-12-23,2343205.29,2302420.5,2343205.29,2302420.4987843568,0.0,5.2798489652611855e-08
2017-12-24,1582944.12,1537881.36,1582944.1199999999,1537881.3578457327,1.4708708962756662e-14,1.4008020703577407e-07
2017-12-25,1888197.46,1829750.85,1888197.46,1829750.8451815688,0.0,2.633381115560105e-07
2017-12-26,2701416.56,2654070.12,2701416.56,2654070.1162060294,0.0,1.4294915018021198e-07
2017-12-27,4103218.35,4112542.69,4103218.35,4112542.6853244305,0.0,1.1369047888041263e-07
2017-12-28,3545279.44,3453711.8,3545279.44,3453711.7950257845,0.0,1.4402519895957985e-07
2017-12-29,6520226.98,6483039.79,6520226.9799999995,6483039.792870755,1.428359131472258e-14,4.4281006489449326e-08
2017-12-30,5342810.18,5371586.26,5342810.18,5371586.257865082,0.0,3.9744651428949906e-08
2017-12-31,5157535.61,5013423.96,5157535.61,5013423.9615784045,0.0,3.148356454050494e-08
2018-01-01,4076479.77,3905605.37,4076479.77,3905605.3705333723,0.0,1.3656581073693653e-08
2018-01-02,3624718.09,3245091.67,3624718.09,3245091.6691367174,0.0,2.66027146043769e-08
2018-01-03,1228388.32,997328.86,1228388.32,997328.8569317752,0.0,3.076442368039385e-07
2018-01-04,1209588.0,943742.57,1209588.0,943742.565000731,0.0,5.297280291632432e-07
2018-01-05,1515574.79,1226621.86,1515574.79,1226621.861008922,0.0,8.225208063281585e-08
2018-01-06,1836672.15,1424469.16,1836672.15,1424469.1578766094,0.0,1.4906539340201792e-07
2018-01-07,1476050.73,1224918.4,1476050.73,1224918.4046268698,0.0,3.7772882850839936e-07
2018-01-08,2536686.97,2085102.3,2536686.97,2085102.3026199131,0.0,1.2564913868768896e-07
2018-01-09,2729162.63,2140605.04,2729162.63,2140605.043210443,0.0,1.4997830108916345e-07
2018-01-10,2434343.96,1884221.76,2434343.96,1884221.7647393164,0.0,2.515264664589714e-07
2018-01-11,2183840.91,1845305.97,2183840.91,1845305.9731345957,0.0,1.6986861511552124e-07
2018-01-12,2862550.24,2341061.28,2862550.24,2341061.283957574,0.0,1.6905043407340814e-07
2018-01-13,2753366.32,2271479.73,2753366.32,2271479.7260737866,0.0,1.728482677258216e-07
2018-01-14,2226116.52,1762940.79,2226116.52,1762940.791428714,0.0,8.10415205175647e-08
2018-01-15,3128561.64,2520530.26,3128561.64,2520530.262313237,0.0,9.177581433281942e-08
2018-01-16,3770286.85,3022848.85,3770286.85,3022848.854536985,0.0,1.500897060741003e-07
2018-01-17,3240996.79,2645347.64,3240996.79,2645347.643914629,0.0,1.4798163327760308e-07
2018-01-18,2110305.53,1667911.37,2110305.53,1667911.366151076,0.0,2.3076310516032094e-07
2018-01-19,2086549.59,1700643.75,2086549.59,1700643.7495887387,0.0,2.418268604112926e-08
2018-01-20,2418121.84,2008335.01,2418121.84,2008335.0099907801,0.0,4.5907981547608353e-10
2018-01-21,2484308.01,1971853.24,2484308.01,1971853.243067831,0.0,1.5558110415732568e-07
2018-01-22,3315490.36,2730843.03,3315490.36,2730843.0301252482,0.0,4.586439037687029e-09
2018-01-23,4611238.46,3755442.15,4611238.46,3755442.147194921,0.0,7.469370465000735e-08
2018-01-24,3270861.1,2653232.42,3270861.1,2653232.4152973304,0.0,1.7724303128935278e-07
2018-01-25,2275701.54,1820602.61,2275701.54,1820602.6102760574,0.0,1.516296202951813e-08
2018-01-26,2897617.42,2400983.47,2897617.42,2400983.4678448513,0.0,8.976108818731065e-08
2018-01-27,3617772.88,2965865.28,3617772.88,2965865.2764041754,0.0,1.212403131607142e-07
2018-01-28,3128272.36,2453931.52,3128272.36,2453931.5181650314,0.0,7.477668205752626e-08
2018-01-29,5197360.04,4086899.16,5197360.04,4086899.156228725,0.0,9.22771796969448e-08
2018-01-30,5706924.49,4618954.53,5706924.49,4618954.533458617,0.0,7.487876967191302e-08
2018-01-31,5009601.43,4199624.93,5009601.43,4199624.931902265,0.0,4.529608014781094e-08
2018-02-01,3670728.79,3012405.31,3670728.79,3012405.3087901315,0.0,4.0162875155342584e-08
2018-02-02,4258063.02,3505527.95,4258063.0200000005,3505527.948925745,2.187197724038097e-14,3.06445988670024e-08
2018-02-03,1981564.16,1568068.11,1981564.16,1568068.1091279946,0.0,5.561017854543323e-08
2018-02-04,2874335.62,2202119.84,2874335.62,2202119.838468669,0.0,6.953894337566111e-08
2018-02-05,3130745.66,2498095.83,3130745.66,2498095.8286718144,0.0,5.316792295964524e-08
2018-02-06,3339473.15,2568216.59,3339473.15,2568216.590777925,0.0,3.029048903827608e-08
2018-02-07,2805812.6,2202832.26,2805812.6,2202832.259103507,0.0,4.069728727188737e-08
2018-02-08,2150875.76,1718669.78,2150875.76,1718669.7816132414,0.0,9.386569812911711e-08
2018-02-09,2144621.01,1686060.42,2144621.01,1686060.41841016,0.0,9.429316965806923e-08
2018-02-10,2584198.15,2095864.1,2584198.15,2095864.0986135514,0.0,6.615165272210004e-08
2018-02-11,2962791.58,2320546.01,2962791.58,2320546.0067270696,0.0,1.410413819015307e-07
2018-02-12,3622566.63,2796978.04,3622566.63,2796978.036421047,0.0,1.2795785051270714e-07
2018-02-13,4418784.14,3538184.9,4418784.14,3538184.9048373513,0.0,1.3671844525434517e-07
2018-02-14,4218153.95,3395697.77,4218153.95,3395697.765930103,0.0,1.1985450874025433e-07
2018-02-15,3128927.36,2501462.4,3128927.36,2501462.3975839093,0.0,9.658712336093937e-08
2018-02-16,3463265.1,2649618.11,3463265.1,2649618.1074878434,0.0,9.481202171006831e-08
2018-02-17,4206774.3,3318989.93,4206774.3,3318989.9253477333,0.0,1.401711651557481e-07
2018-02-18,3926304.19,3167573.08,3926304.19,3167573.080540871,0.0,1.707524005987889e-08
2018-02-19,4186201.52,3338454.11,4186201.52,3338454.112331471,0.0,6.98368464512828e-08
2018-02-20,5091061.73,4033905.61,5091061.73,4033905.611063803,0.0,2.6371544446091546e-08
2018-02-21,3907743.08,3150049.7,3907743.08,3150049.6997000496,0.0,9.522090903680658e-09
2018-02-22,3063440.84,2341066.15,3063440.84,2341066.1531633153,0.0,1.3512285228581605e-07
2018-02-23,3544367.16,2804587.84,3544367.16,2804587.8365402324,0.0,1.2336099405149377e-07
2018-02-24,3364498.21,2679591.94,3364498.21,2679591.9358337764,0.0,1.5547977706000082e-07
2018-02-25,4015454.83,3238625.9,4015454.83,3238625.9020842523,0.0,6.435607226318222e-08
2018-02-26,7426597.23,5998758.22,7426597.23,5998758.217565133,0.0,4.058950892141558e-08
2018-02-27,8416365.51,6844455.72,8416365.51,6844455.715807658,0.0,6.125164982985023e-08
2018-02-28,8409092.75,6627677.09,8409092.75,6627677.0872979425,0.0,4.076929706910002e-08
2018-03-01,6963830.59,5570058.79,6963830.59,5570058.789252759,0.0,1.341531764707427e-08
2018-03-02,5613671.87,4371797.12,5613671.87,4371797.118154838,0.0,4.2206038185511114e-08
2018-03-03,1177076.3,967531.27,1177076.3,967531.2745637412,0.0,4.71689266756835e-07
2018-03-04,2218712.31,1781519.01,2218712.31,1781519.0102613189,0.0,1.4668317790714034e-08
2018-03-05,2742871.53,2230053.99,2742871.53,2230053.991335036,0.0,5.986561535619176e-08
2018-03-06,3203122.41,2519131.06,3203122.41,2519131.0616207323,0.0,6.433695624512038e-08
2018-03-07,4507553.37,3470623.71,4507553.37,3470623.708370289,0.0,4.69572983114123e-08
2018-03-08,3419972.83,2864363.46,3419972.83,2864363.4593076925,0.0,2.4169680037912326e-08
2018-03-09,3250890.44,2689334.35,3250890.44,2689334.345315227,0.0,1.7419824625993567e-07
2018-03-10,3479853.91,2832299.24,3479853.91,2832299.2404952464,0.0,1.748565754917414e-08
2018-03-11,4342360.28,3337146.36,4342360.28,3337146.3645027485,0.0,1.3492811279826162e-07
2018-03-12,3648185.26,2790754.99,3648185.26,2790754.987859475,0.0,7.670057996753199e-08
2018-03-13,5344808.38,4343953.93,5344808.38,4343953.926024549,0.0,9.151687740353703e-08
2018-03-14,6867137.98,5489756.33,6867137.98,5489756.331493886,0.0,2.7212248110232774e-08
2018-03-15,6357153.0,4930724.06,6357153.0,4930724.058686231,0.0,2.664453153835941e-08
2018-03-16,4667689.08,3716263.52,4667689.08,3716263.5240531643,0.0,1.0906557760738245e-07
2018-03-17,6875294.96,5458868.53,6875294.96,5458868.533056962,0.0,5.59999206107818e-08
2018-03-18,5615859.9,4613908.21,5615859.9,4613908.21097746,0.0,2.118508324121882e-08
2018-03-19,5314373.17,4472182.88,5314373.17,4472182.884938522,0.0,1.1042755822562313e-07
2018-03-20,6054738.37,5116787.38,6054738.37,5116787.379201189,0.0,1.561157705817091e-08
2018-03-21,6826815.9,5913005.8,6826815.9,5913005.797133031,0.0,4.848580585757408e-08
2018-03-22,5512035.33,4925778.06,5512035.33,4925778.0568395965,0.0,6.416048534039956e-08
2018-03-23,4008326.65,3711085.6,4008326.65,3711085.5994154047,0.0,1.5752678166133425e-08
2018-03-24,5227586.74,4619965.13,5227586.74,4619965.128843448,0.0,2.5033776898124263e-08
2018-03-25,4970364.06,4473153.96,4970364.06,4473153.960133313,0.0,2.9802962252781045e-09
2018-03-26,6133670.91,5616024.38,6133670.91,5616024.381038488,0.0,1.8491515178061468e-08
2018-03-27,6350306.2,5743746.71,6350306.2,5743746.708770525,0.0,2.1405457350508813e-08
2018-03-28,8582287.61,7811323.78,8582287.61,7811323.77921122,0.0,1.0097903396347001e-08
2018-03-29,7363015.35,6638405.71,7363015.35,6638405.711595527,0.0,2.4034790932807327e-08
2018-03-30,12176690.89,10927925.46,12176690.89,10927925.456262637,0.0,3.420012314321943e-08
2018-03-31,11278748.95,10156610.77,11278748.95,10156610.770915722,0.0,9.016028498359688e-09
2018-04-01,9326921.27,8552479.35,9326921.27,8552479.3498527,0.0,1.7223057199937386e-09
2018-04-02,9532990.22,8745489.29,9532990.22,8745489.290030112,0.0,3.443304671592238e-10
2018-04-03,9176055.6,8274855.19,9176055.6,8274855.191201375,0.0,1.4518374384826308e-08
2018-04-04,3771895.32,3451444.47,3771895.32,3451444.465276215,0.0,1.368640005798158e-07
2018-04-05,2915055.94,2584733.26,2915055.94,2584733.263730668,0.0,1.4433474735683292e-07
2018-04-06,3716970.57,3290630.48,3716970.57,3290630.478178177,0.0,5.536394814160733e-08
2018-04-07,4650087.25,4137264.98,4650087.25,4137264.982510535,0.0,6.068103148386439e-08
2018-04-08,4317415.31,3833384.91,4317415.31,3833384.9144229135,0.0,1.1537879470239284e-07
2018-04-09,4916546.48,4479387.83,4916546.48,4479387.829741528,0.0,5.770248672086582e-09
2018-04-10,7060893.97,6323343.96,7060893.97,6323343.962976566,0.0,4.7072650809798274e-08
2018-04-11,5719121.32,5144349.61,5719121.32,5144349.608024494,0.0,3.8401483061590736e-08
2018-04-12,4925768.26,4274900.55,4925768.26,4274900.549966384,0.0,7.863595407089809e-10
2018-04-13,4955951.73,4445276.84,4955951.73,4445276.839814035,0.0,4.183420645047374e-09
2018-04-14,5934960.89,5111153.97,5934960.89,5111153.97474279,0.0,9.279293954730367e-08
2018-04-15,5904150.09,4782715.57,5904150.09,4782715.574553454,0.0,9.520645604224242e-08
2018-04-16,7603253.45,6190718.89,7603253.45,6190718.893533026,0.0,5.70697243129569e-08
2018-04-17,9179593.09,7283796.97,9179593.09,7283796.968052923,0.0,2.6731620873288115e-08
2018-04-18,9507550.23,7504171.54,9507550.23,7504171.543984772,0.0,5.310075399623634e-08
2018-04-19,6670677.39,5141784.57,6670677.39,5141784.574177211,0.0,8.12404875318177e-08
2018-04-20,7753365.66,6032943.55,7753365.66,6032943.551748147,0.0,2.8976691164053e-08
2018-04-21,6793803.83,5216087.55,6793803.83,5216087.554992843,0.0,9.57200882408108e-08
2018-04-22,7058897.65,5480418.64,7058897.65,5480418.640729116,0.0,1.3304031299015684e-08
2018-04-23,8991635.45,7095225.16,8991635.45,7095225.161540246,0.0,2.170819746453287e-08
2018-04-24,10052878.22,8047009.91,10052878.22,8047009.914596938,0.0,5.712603189507357e-08
2018-04-25,9547875.66,7562805.33,9547875.66,7562805.333068248,0.0,4.0570233876509704e-08
2018-04-26,7281885.08,5826147.75,7281885.08,5826147.752167747,0.0,3.720721562541153e-08
2018-04-27,7916179.31,6291028.22,7916179.31,6291028.217261778,0.0,4.3525818876356543e-08
2018-04-28,10502784.65,8150501.12,10502784.65,8150501.117427866,0.0,3.1557987653569275e-08
2018-04-29,12074392.53,9758209.64,12074392.53,9758209.641040828,0.0,1.0666172600681762e-08
2018-04-30,12464011.32,10080235.11,12464011.32,10080235.108765041,0.0,1.2251281193847714e-08
2018-05-01,13778926.53,10888681.41,13778926.53,10888681.41177745,0.0,1.6323827980841643e-08
2018-05-02,12779953.62,10186293.15,12779953.62,10186293.14930067,0.0,6.86540344932801e-09
2018-05-03,9480205.54,7740627.05,9480205.54,7740627.050922767,0.0,1.192109424061531e-08
2018-05-04,3081716.09,2431808.71,3081716.09,2431808.708452789,0.0,6.362387154298692e-08
2018-05-05,4882374.55,3844333.13,4882374.55,3844333.1300245444,0.0,6.384602989050439e-10
2018-05-06,4852630.6,3859217.33,4852630.6,3859217.3296785764,0.0,8.32872594108976e-09
2018-05-07,5630735.57,4477313.26,5630735.57,4477313.263110377,0.0,6.94697229648713e-08
2018-05-08,5961711.29,4782188.47,5961711.29,4782188.470323238,0.0,6.759203517173229e-09
2018-05-09,8207932.76,6468074.72,8207932.76,6468074.719702919,0.0,4.593031748888675e-09
2018-05-10,7249267.2,5767724.99,7249267.2,5767724.991556345,0.0,2.698367784541027e-08
2018-05-11,5934039.42,4706572.43,5934039.42,4706572.433962139,0.0,8.418312175056126e-08
2018-05-12,5782619.05,4599452.28,5782619.05,4599452.27512179,0.0,1.0606066998560643e-07
2018-05-13,5902938.45,4640987.62,5902938.45,4640987.623431573,0.0,7.39405673925803e-08
2018-05-14,7023913.46,5532477.08,7023913.46,5532477.078719089,0.0,2.3152581534124336e-08
2018-05-15,8789772.31,6971865.67,8789772.31,6971865.671782862,0.0,2.557224355634992e-08
2018-05-16,9398231.32,7399830.54,9398231.32,7399830.539725541,0.0,3.7089889911726587e-09
2018-05-17,9816742.13,7698242.57,9816742.13,7698242.571763333,0.0,2.2905651765715417e-08
2018-05-18,7337944.43,5819237.35,7337944.43,5819237.34997117,0.0,4.954261166164112e-10
2018-05-19,6925640.35,5627670.43,6925640.35,5627670.425576336,0.0,7.860559722678265e-08
2018-05-20,8653992.04,6799995.97,8653992.04,6799995.969061175,0.0,1.380624903449768e-08
2018-05-21,6241809.14,4958178.74,6241809.14,4958178.738299798,0.0,3.429085743531255e-08
2018-05-22,7847121.97,6132458.54,7847121.97,6132458.5378576415,0.0,3.4934742033999464e-08
2018-05-23,11779004.94,9369180.79,11779004.94,9369180.794394327,0.0,4.690194714108761e-08
2018-05-24,9030397.74,7160269.86,9030397.74,7160269.857276282,0.0,3.8039321356572304e-08
2018-05-25,6498399.18,5141245.68,6498399.18,5141245.676386384,0.0,7.02867677107345e-08
2018-05-26,5600677.63,4596266.34,5600677.63,4596266.33979872,0.0,4.379211601423887e-09
2018-05-27,6413198.63,5135755.4,6413198.63,5135755.4009775,0.0,1.9033215844159227e-08
2018-05-28,7438573.25,5854231.41,7438573.25,5854231.4119616095,0.0,3.35075471274332e-08
2018-05-29,10262818.32,7905889.83,10262818.32,7905889.825742244,0.0,5.3855497318122835e-08
2018-05-30,20905271.35,16535857.67,20905271.35,16535857.667637879,0.0,1.4284840518815589e-08
2018-05-31,19289944.12,15561846.1,19289944.12,15561846.10364897,0.0,2.3448183799461457e-08
2018-06-01,19245165.78,15287542.6,19245165.78,15287542.59578409,0.0,2.7577415667343417e-08
2018-06-02,17529108.34,13707707.44,17529108.34,13707707.43721407,0.0,2.0323810962384785e-08
2018-06-03,13779702.07,10827445.24,13779702.07,10827445.23645089,0.0,3.27788325473605e-08
2018-06-04,4373078.45,3458754.81,4373078.45,3458754.8068561484,0.0,9.089547591524279e-08
2018-06-05,5537841.59,4323885.63,5537841.59,4323885.631304908,0.0,3.017905272996973e-08
2018-06-06,6238754.07,4903699.53,6238754.07,4903699.530147763,0.0,3.013290424136513e-09
2018-06-07,4523493.87,3579003.08,4523493.87,3579003.078493221,0.0,4.2100519154303115e-08
2018-06-08,5863271.23,4570207.33,5863271.23,4570207.329563657,0.0,9.547559249545993e-09
2018-06-09,7018402.9,5469599.5,7018402.9,5469599.504973393,0.0,9.092791773158349e-08
2018-06-10,6333777.67,5115963.75,6333777.67,5115963.750868053,0.0,1.696753960598286e-08
2018-06-11,7812992.68,6338472.32,7812992.68,6338472.321652216,0.0,2.6066464031893307e-08
2018-06-12,8959000.0,7232971.98,8959000.0,7232971.978251709,0.0,2.4171139891298472e-08
2018-06-13,9047626.88,7216006.11,9047626.88,7216006.1114216605,0.0,1.970148255404165e-08
2018-06-14,6994969.99,5361729.98,6994969.99,5361729.9788362505,0.0,2.170474753364099e-08
2018-06-15,7278400.85,5850026.61,7278400.85,5850026.606563026,0.0,5.875142933375782e-08
2018-06-16,9653316.6,7581593.64,9653316.6,7581593.638980605,0.0,1.3445655424617831e-08
2018-06-17,8270248.42,6473926.23,8270248.42,6473926.225998216,0.0,6.181386682840655e-08
2018-06-18,9578590.6,7481623.41,9578590.6,7481623.408771449,0.0,1.642091980590994e-08
2018-06-19,10591854.27,8526409.74,10591854.27,8526409.741581151,0.0,1.8544159694679174e-08
2018-06-20,10442554.6,8340504.64,10442554.6,8340504.643144729,0.0,3.770430072149854e-08
2018-06-21,7960357.2,6345143.3,7960357.2,6345143.298495031,0.0,2.371843756160296e-08
2018-06-22,7890035.7,6262366.78,7890035.7,6262366.777105485,0.0,4.622078637890117e-08
2018-06-23,7919846.87,6623002.69,7919846.87,6623002.6925652055,0.0,3.87317538172174e-08
2018-06-24,7114017.67,6244799.31,7114017.67,6244799.314504837,0.0,7.213741982906826e-08
2018-06-25,8744485.32,8162955.36,8744485.32,8162955.362509889,0.0,3.074729862980196e-08
2018-06-26,10888893.34,10123784.8,10888893.34,10123784.795262342,0.0,4.6797304760622533e-08
2018-06-27,11081146.52,10874461.91,11081146.52,10874461.908704612,0.0,1.1912200857610659e-08
2018-06-28,8513932.2,8332592.17,8513932.2,8332592.171834576,0.0,2.201687038950115e-08
2018-06-29,12484085.14,11945221.58,12484085.14,11945221.579209609,0.0,6.6167974536171464e-09
2018-06-30,10005221.27,9784802.48,10005221.27,9784802.478485307,0.0,1.5480064367419587e-08
2018-07-01,8830377.17,8529895.83,8830377.17,8529895.83466262,0.0,5.4662096661075666e-08
2018-07-02,8070014.23,7743177.14,8070014.23,7743177.144836446,0.0,6.24607511642536e-08
2018-07-03,9033060.75,8644208.55,9033060.75,8644208.550051093,0.0,5.910588129367281e-10
2018-07-04,2096565.2,2027736.06,2096565.2,2027736.0633506945,0.0,1.6524312493569836e-07
2018-07-05,2944993.36,2822619.07,2944993.36,2822619.073519714,0.0,1.2469675351172625e-07
2018-07-06,2036989.14,2040145.8,2036989.14,2040145.8006537105,0.0,3.204233977367901e-08
2018-07-07,3253556.07,3156576.31,3253556.07,3156576.3143747267,0.0,1.3859087333297518e-07
2018-07-08,2752144.2,2725199.41,2752144.2,2725199.410564565,0.0,2.0716463855545132e-08
2018-07-09,4430764.61,4215804.43,4430764.61,4215804.425210164,0.0,1.1361617581981652e-07
2018-07-10,5201122.72,4881351.11,5201122.72,4881351.10515439,0.0,9.926780064043395e-08
2018-07-11,6502831.07,6236313.66,6502831.07,6236313.661417238,0.0,2.2725577040266367e-08
2018-07-12,6228668.47,6094439.16,6228668.47,6094439.159152034,0.0,1.3913772669767194e-08
2018-07-13,4250921.4,4213700.8,4250921.4,4213700.8014192665,0.0,3.3682189438876815e-08
2018-07-14,4868504.46,4786402.77,4868504.46,4786402.77188367,0.0,3.935462137624235e-08
2018-07-15,5393026.83,5249791.03,5393026.83,5249791.028760325,0.0,2.361379891282057e-08
2018-07-16,4994805.9,4716050.05,4994805.9,4716050.048706433,0.0,2.7429034797249265e-08
2018-07-17,5712604.18,5386803.9,5712604.18,5386803.899651672,0.0,6.466331784322206e-09
2018-07-18,7639039.23,7484190.04,7639039.23,7484190.044578669,0.0,6.117787762859471e-08
2018-07-19,6252432.84,5912775.72,6252432.84,5912775.721424729,0.0,2.409577092404221e-08
2018-07-20,5761282.54,5222554.73,5761282.54,5222554.730108142,0.0,2.0706619205511114e-09
2018-07-21,4939690.9,4320031.79,4939690.9,4320031.792685543,0.0,6.216489322893852e-08
2018-07-22,5641320.53,4834937.23,5641320.53,4834937.230036685,0.0,7.587440016073113e-10
2018-07-23,6121614.15,4864263.18,6121614.15,4864263.182157683,0.0,4.435786889837379e-08
2018-07-24,6821739.77,5344675.82,6821739.77,5344675.817594198,0.0,4.501307095731439e-08
2018-07-25,7944998.65,6241710.94,7944998.65,6241710.942803717,0.0,4.491904279946534e-08
2018-07-26,6463508.32,5212368.25,6463508.32,5212368.248048229,0.0,3.7444991669122944e-08
2018-07-27,5162979.4,4110689.88,5162979.4,4110689.8789840625,0.0,2.4714523623243514e-08
2018-07-28,6313222.5,5068784.77,6313222.5,5068784.771542482,0.0,3.043101246357014e-08
2018-07-29,6597216.94,5284529.74,6597216.9399999995,5284529.73954895,1.4116900855097215e-14,8.535286763938186e-09
2018-07-30,7314460.76,5725898.93,7314460.76,5725898.92707679,0.0,5.105242316062937e-08
2018-07-31,12496367.04,9909115.53,12496367.04,9909115.525833005,0.0,4.205213100245532e-08
2018-08-01,13786351.91,10884999.4,13786351.91,10884999.401139753,0.0,1.0470855577763491e-08
2018-08-02,10106943.25,7999614.76,10106943.25,7999614.7649210235,0.0,6.15157589652967e-08
2018-08-03,9026931.62,7058116.81,9026931.62,7058116.807368466,0.0,3.728379625616597e-08
2018-08-04,6859151.1,5490125.8,6859151.1,5490125.796021473,0.0,7.246695788005776e-08
2018-08-05,3117800.12,2491453.39,3117800.12,2491453.3931769086,0.0,1.2751225799233355e-07
2018-08-06,3924563.55,3048117.59,3924563.55,3048117.585935076,0.0,1.3335850614772747e-07
2018-08-07,4212970.63,3334965.62,4212970.63,3334965.617461011,0.0,7.613239797193577e-08
2018-08-08,4647118.76,3610702.93,4647118.76,3610702.928906755,0.0,3.027790246387978e-08
2018-08-09,4946125.63,3977801.47,4946125.63,3977801.472129899,0.0,5.354462479562804e-08
2018-08-10,3705554.89,2859379.41,3705554.89,2859379.4078191034,0.0,7.627167950504891e-08
2018-08-11,4591065.72,3598807.89,4591065.72,3598807.8922146796,0.0,6.153925305804973e-08
2018-08-12,4030885.81,3179458.32,4030885.81,3179458.319159031,0.0,2.6450068955623108e-08
2018-08-13,4244815.28,3284829.91,4244815.28,3284829.9090719754,0.0,2.825183607082916e-08
2018-08-14,6041631.13,4766947.5,6041631.13,4766947.498282218,0.0,3.6035254175545626e-08
2018-08-15,6058071.07,4807626.36,6058071.07,4807626.362672059,0.0,5.557957981892428e-08
2018-08-16,5333680.81,4015767.27,5333680.81,4015767.266489564,0.0,8.741632189116558e-08
2018-08-17,4314679.61,3455461.38,4314679.61,3455461.3768248456,0.0,9.188799929074168e-08
2018-08-18,4960825.43,3902500.12,4960825.43,3902500.116858548,0.0,8.049844961125472e-08
2018-08-19,4978431.53,3847035.88,4978431.53,3847035.8779293955,0.0,5.382337005571243e-08
2018-08-20,4896843.63,3837284.3,4896843.63,3837284.295147562,0.0,1.264550004775566e-07
2018-08-21,5971341.33,4692653.97,5971341.33,4692653.969679985,0.0,6.8194788253553756e-09
2018-08-22,7086185.79,5662221.43,7086185.79,5662221.433890036,0.0,6.870159801042114e-08
2018-08-23,5392520.44,4260217.92,5392520.44,4260217.922064613,0.0,4.8462607614322324e-08
2018-08-24,3329330.38,2630754.1,3329330.38,2630754.0986366956,0.0,5.182181199137533e-08
2018-08-25,4716376.41,3836954.01,4716376.41,3836954.0118526053,0.0,4.828323422819974e-08
2018-08-26,4717920.92,3744613.34,4717920.92,3744613.339211762,0.0,2.1049914316169552e-08
2018-08-27,6151109.31,4800826.49,6151109.31,4800826.491326731,0.0,2.7635459802457342e-08
2018-08-28,12207075.48,9954369.46,12207075.48,9954369.461676257,0.0,1.683939745072374e-08
2018-08-29,10330752.34,8329694.93,10330752.34,8329694.928504578,0.0,1.7952900756382806e-08
2018-08-30,10819458.93,8497693.47,10819458.93,8497693.470592974,0.0,6.978047459008605e-09
2018-08-31,9769233.6,7975907.3,9769233.6,7975907.300835146,0.0,1.0470856696861467e-08
2018-09-01,8834290.53,7236711.56,8834290.53,7236711.55849463,0.0,2.0801842218398683e-08
2018-09-02,2926208.13,2475973.31,2926208.13,2475973.313459029,0.0,1.3970380398283238e-07
2018-09-03,3730127.97,3250956.11,3730127.97,3250956.1116911937,0.0,5.202142779831032e-08
2018-09-04,2895558.56,2566039.59,2895558.56,2566039.5866134134,0.0,1.3197717026900858e-07
2018-09-05,2683914.3,2352008.69,2683914.3,2352008.6879486507,0.0,8.721690835412083e-08
2018-09-06,2220736.04,1976596.92,2220736.04,1976596.9233881133,0.0,1.714114449913011e-07
2018-09-07,2737800.42,2305499.6,2737800.42,2305499.6005658135,0.0,2.4541899234137853e-08
2018-09-08,3138040.11,2844198.87,3138040.11,2844198.8734173058,0.0,1.201500248232246e-07
2018-09-09,4428844.18,3809539.78,4428844.18,3809539.776226674,0.0,9.904938145977686e-08
2018-09-10,3518686.76,3115017.21,3518686.76,3115017.2133544907,0.0,1.0768771112621826e-07
2018-09-11,2737148.82,2457613.39,2737148.82,2457613.3865938764,0.0,1.385947740069382e-07
2018-09-12,3907657.89,3473624.08,3907657.89,3473624.0820043962,0.0,5.770331285755399e-08
2018-09-13,3198359.98,2826009.39,3198359.98,2826009.3870925703,0.0,1.0288110974002336e-07
2018-09-14,3759913.17,3409768.94,3759913.17,3409768.9427589113,0.0,8.091197361760375e-08
2018-09-15,3182906.62,2708850.83,3182906.62,2708850.829418318,0.0,2.1473393351243503e-08
2018-09-16,4513878.02,4134396.21,4513878.02,4134396.212589744,0.0,6.263899052035321e-08
2018-09-17,3684035.33,3185261.69,3684035.33,3185261.68669788,0.0,1.0366872361936827e-07
2018-09-18,3511249.8,3093197.05,3511249.8,3093197.0488597243,0.0,3.686397878984364e-08
2018-09-19,3203671.41,2850137.86,3203671.41,2850137.864294425,0.0,1.5067429928107871e-07
2018-09-20,2967505.47,2634513.81,2967505.47,2634513.811968962,0.0,7.473721082454057e-08
2018-09-21,3391440.87,3055926.25,3391440.87,3055926.24844167,0.0,5.099370150179186e-08
2018-09-22,3067943.56,2653342.07,3067943.56,2653342.0676281424,0.0,8.939131653063311e-08
