zip,city,region,district
98823,My Tho,West,District #33
98837,Ho Chi Minh City,West,District #33
98926,Vinh Long,West,District #33
99301,Ben Tre,West,District #33
99336,My Tho,West,District #33
99362,Can Tho,West,District #33
84003,Ho Chi Minh City,West,District #33
84015,Rach Gia,West,District #33
84043,Vinh Long,West,District #33
84088,Long Xuyen,West,District #33
84105,Vung Tau,West,District #33
84116,Bac Lieu,West,District #33
84124,Ho Chi Minh City,West,District #33
84332,My Tho,West,District #33
84403,Soc Trang,West,District #33
84542,Tra Vinh,West,District #33
84655,Long Xuyen,West,District #33
83241,Vinh Long,West,District #33
83274,My Tho,West,District #33
83340,Ca Mau,West,District #33
83440,Vung Tau,West,District #33
83467,Ben Tre,West,District #33
83619,Ca Mau,West,District #33
83703,My Tho,West,District #33
83704,Can Tho,West,District #33
83858,Can Tho,West,District #33
59034,Can Tho,West,District #33
59047,Pleiku,West,District #33
59261,Vinh Long,West,District #33
59405,Bien Hoa,West,District #33
59538,Pleiku,West,District #33
59635,Da Lat,West,District #33
59701,Rach Gia,West,District #33
59736,Ho Chi Minh City,West,District #33
59860,Soc Trang,West,District #33
59923,Soc Trang,West,District #33
59937,Buon Ma Thuot,West,District #33
