order_id,ship_date,delivery_date,shipping_fee
2052,2012-07-16,2012-07-18,2.6
2053,2012-07-14,2012-07-19,1.1
2055,2012-07-13,2012-07-15,25.1
2056,2012-07-16,2012-07-22,28.22
2057,2012-07-15,2012-07-18,0.99
2059,2012-07-17,2012-07-22,1.57
2062,2012-07-14,2012-07-18,0.1
2063,2012-07-16,2012-07-23,0.83
2064,2012-07-15,2012-07-18,0.08
2065,2012-07-13,2012-07-16,0.5
2066,2012-07-15,2012-07-18,1.62
2068,2012-07-19,2012-07-22,0.39
2069,2012-07-16,2012-07-18,2.48
2070,2012-07-14,2012-07-19,1.8
2072,2012-07-14,2012-07-19,0.27
2074,2012-07-18,2012-07-21,1.39
2075,2012-07-14,2012-07-21,18.51
2076,2012-07-17,2012-07-24,25.21
2078,2012-07-18,2012-07-20,1.98
2081,2012-07-14,2012-07-18,2.42
2084,2012-07-18,2012-07-23,1.94
2087,2012-07-17,2012-07-20,2.82
2089,2012-07-16,2012-07-18,2.63
2092,2012-07-15,2012-07-19,2.13
2097,2012-07-18,2012-07-23,24.24
2098,2012-07-15,2012-07-19,1.6
2101,2012-07-15,2012-07-17,0.36
2102,2012-07-16,2012-07-21,1.42
2104,2012-07-15,2012-07-18,1.37
2105,2012-07-15,2012-07-18,26.38
2106,2012-07-15,2012-07-20,1.08
2107,2012-07-12,2012-07-15,2.82
2108,2012-07-14,2012-07-20,2.57
2110,2012-07-15,2012-07-18,2.16
2111,2012-07-17,2012-07-22,2.53
2112,2012-07-16,2012-07-19,2.48
2114,2012-07-18,2012-07-22,1.16
2116,2012-07-14,2012-07-20,28.91
2119,2012-07-15,2012-07-20,29.53
2121,2012-07-14,2012-07-18,1.89
2122,2012-07-13,2012-07-15,31.53
2123,2012-07-16,2012-07-21,1.27
2125,2012-07-16,2012-07-22,0.93
2127,2012-07-14,2012-07-20,1.6
2128,2012-07-19,2012-07-22,0.91
2129,2012-07-18,2012-07-20,26.53
2130,2012-07-17,2012-07-20,1.03
2132,2012-07-18,2012-07-20,1.17
2133,2012-07-19,2012-07-26,1.13
2134,2012-07-15,2012-07-18,0.85
2135,2012-07-16,2012-07-19,1.81
2136,2012-07-15,2012-07-18,2.36
2137,2012-07-14,2012-07-16,0.51
2138,2012-07-18,2012-07-20,0.12
2141,2012-07-17,2012-07-19,1.74
2142,2012-07-15,2012-07-19,1.03
2143,2012-07-14,2012-07-20,2.08
2144,2012-07-14,2012-07-20,1.51
2146,2012-07-16,2012-07-18,0.73
2147,2012-07-13,2012-07-19,26.13
2149,2012-07-16,2012-07-23,27.08
2151,2012-07-15,2012-07-22,2.66
2153,2012-07-15,2012-07-21,2.56
2154,2012-07-17,2012-07-20,0.71
2155,2012-07-17,2012-07-22,0.12
2157,2012-07-17,2012-07-21,0.86
2160,2012-07-13,2012-07-15,0.32
2162,2012-07-19,2012-07-21,0.0
2164,2012-07-13,2012-07-19,2.54
2165,2012-07-15,2012-07-20,0.27
2168,2012-07-15,2012-07-17,2.6
2170,2012-07-13,2012-07-18,1.58
2172,2012-07-18,2012-07-20,0.98
2173,2012-07-16,2012-07-20,0.18
2174,2012-07-16,2012-07-18,1.19
2175,2012-07-15,2012-07-20,2.57
2176,2012-07-15,2012-07-17,1.46
2177,2012-07-19,2012-07-23,1.74
2178,2012-07-15,2012-07-17,0.77
2179,2012-07-18,2012-07-21,1.31
2180,2012-07-16,2012-07-20,2.51
2182,2012-07-17,2012-07-19,0.41
2183,2012-07-15,2012-07-21,2.89
2184,2012-07-16,2012-07-23,2.56
2185,2012-07-15,2012-07-21,30.58
2186,2012-07-15,2012-07-21,26.66
2188,2012-07-17,2012-07-21,1.22
2189,2012-07-14,2012-07-21,1.01
2190,2012-07-13,2012-07-19,27.34
2191,2012-07-17,2012-07-24,0.27
2192,2012-07-14,2012-07-20,1.52
2193,2012-07-16,2012-07-20,2.28
2195,2012-07-15,2012-07-20,0.03
2196,2012-07-15,2012-07-17,1.77
2197,2012-07-16,2012-07-19,1.48
2198,2012-07-12,2012-07-17,1.79
2199,2012-07-13,2012-07-15,2.44
2200,2012-07-17,2012-07-23,1.36
2202,2012-07-13,2012-07-17,1.36
2204,2012-07-19,2012-07-26,1.91
2205,2012-07-13,2012-07-17,0.87
2206,2012-07-15,2012-07-18,1.61
2207,2012-07-13,2012-07-15,1.14
2208,2012-07-16,2012-07-18,0.25
2209,2012-07-16,2012-07-21,1.73
2210,2012-07-14,2012-07-16,2.31
2213,2012-07-17,2012-07-21,29.73
2214,2012-07-19,2012-07-22,2.66
2215,2012-07-14,2012-07-19,24.82
2216,2012-07-14,2012-07-21,2.22
2217,2012-07-16,2012-07-18,2.24
2220,2012-07-17,2012-07-19,2.14
2221,2012-07-13,2012-07-16,1.85
2223,2012-07-16,2012-07-20,1.56
2224,2012-07-13,2012-07-18,1.32
2226,2012-07-16,2012-07-23,0.78
2227,2012-07-17,2012-07-19,28.92
2230,2012-07-14,2012-07-16,0.21
2231,2012-07-12,2012-07-19,2.15
2232,2012-07-15,2012-07-18,0.86
2233,2012-07-17,2012-07-20,1.27
2234,2012-07-12,2012-07-17,0.31
2235,2012-07-17,2012-07-21,2.13
2236,2012-07-19,2012-07-26,0.39
2241,2012-07-16,2012-07-21,2.8
2242,2012-07-19,2012-07-22,1.13
2243,2012-07-14,2012-07-20,2.71
2245,2012-07-16,2012-07-22,24.02
2246,2012-07-12,2012-07-14,1.99
2247,2012-07-17,2012-07-20,2.5
2251,2012-07-14,2012-07-17,30.68
2253,2012-07-13,2012-07-16,1.49
2255,2012-07-13,2012-07-19,23.59
2256,2012-07-16,2012-07-19,1.67
2257,2012-07-13,2012-07-16,2.1
2258,2012-07-17,2012-07-19,0.14
2259,2012-07-13,2012-07-16,0.95
2264,2012-07-16,2012-07-20,1.89
2265,2012-07-15,2012-07-19,0.8
2266,2012-07-15,2012-07-19,29.27
2267,2012-07-16,2012-07-18,0.92
2268,2012-07-19,2012-07-22,1.4
2269,2012-07-13,2012-07-18,2.84
2270,2012-07-12,2012-07-18,2.37
2272,2012-07-15,2012-07-17,29.06
2274,2012-07-14,2012-07-17,0.55
2276,2012-07-15,2012-07-21,1.07
2277,2012-07-16,2012-07-19,1.46
2280,2012-07-14,2012-07-21,1.5
2281,2012-07-12,2012-07-14,0.85
2283,2012-07-18,2012-07-21,0.71
2284,2012-07-14,2012-07-21,0.16
2287,2012-07-17,2012-07-20,0.34
2288,2012-07-18,2012-07-25,1.57
2290,2012-07-16,2012-07-21,31.24
2293,2012-07-18,2012-07-20,1.89
2296,2012-07-17,2012-07-19,1.77
2302,2012-07-17,2012-07-23,24.75
2303,2012-07-18,2012-07-22,0.29
2306,2012-07-15,2012-07-17,0.75
2307,2012-07-14,2012-07-21,1.03
2308,2012-07-17,2012-07-20,2.96
2309,2012-07-17,2012-07-19,2.16
2310,2012-07-20,2012-07-24,2.75
2311,2012-07-18,2012-07-22,2.75
2312,2012-07-19,2012-07-24,1.81
2313,2012-07-17,2012-07-21,2.42
2314,2012-07-15,2012-07-20,0.22
2315,2012-07-15,2012-07-21,1.86
2316,2012-07-17,2012-07-22,1.1
2318,2012-07-19,2012-07-24,2.53
2321,2012-07-19,2012-07-24,23.95
2322,2012-07-16,2012-07-19,0.98
2324,2012-07-18,2012-07-20,2.74
2325,2012-07-17,2012-07-22,0.74
2328,2012-07-17,2012-07-22,0.11
2329,2012-07-14,2012-07-19,23.93
2331,2012-07-16,2012-07-23,0.68
2332,2012-07-19,2012-07-23,1.41
2333,2012-07-17,2012-07-20,2.63
2334,2012-07-15,2012-07-19,1.52
2335,2012-07-17,2012-07-22,2.12
2336,2012-07-19,2012-07-21,31.33
2337,2012-07-15,2012-07-20,2.5
2338,2012-07-16,2012-07-20,23.04
2339,2012-07-16,2012-07-19,0.56
2341,2012-07-17,2012-07-20,2.87
2345,2012-07-16,2012-07-19,2.63
2346,2012-07-18,2012-07-25,0.57
2347,2012-07-16,2012-07-19,2.01
2348,2012-07-15,2012-07-19,0.99
2349,2012-07-18,2012-07-24,1.52
2350,2012-07-18,2012-07-23,2.95
2351,2012-07-16,2012-07-23,2.91
2353,2012-07-15,2012-07-21,0.13
2354,2012-07-17,2012-07-23,0.39
2355,2012-07-16,2012-07-21,0.48
2357,2012-07-16,2012-07-20,2.06
2358,2012-07-14,2012-07-18,0.2
2359,2012-07-17,2012-07-20,0.07
2360,2012-07-17,2012-07-20,2.56
2361,2012-07-18,2012-07-24,0.79
2362,2012-07-15,2012-07-18,1.46
2364,2012-07-15,2012-07-18,2.91
2365,2012-07-17,2012-07-22,0.13
2367,2012-07-20,2012-07-27,1.35
2368,2012-07-17,2012-07-21,1.43
2369,2012-07-18,2012-07-24,2.88
2372,2012-07-16,2012-07-23,1.63
2373,2012-07-16,2012-07-22,1.21
2374,2012-07-17,2012-07-19,1.9
2375,2012-07-16,2012-07-18,1.5
2377,2012-07-17,2012-07-22,1.66
2380,2012-07-16,2012-07-22,2.19
2381,2012-07-13,2012-07-19,29.27
2383,2012-07-19,2012-07-24,0.83
2384,2012-07-16,2012-07-18,0.72
2386,2012-07-14,2012-07-16,0.81
2390,2012-07-15,2012-07-18,0.91
2391,2012-07-17,2012-07-21,2.25
2394,2012-07-17,2012-07-24,1.31
2395,2012-07-18,2012-07-24,1.07
2397,2012-07-15,2012-07-21,1.28
2398,2012-07-14,2012-07-21,0.5
2399,2012-07-15,2012-07-17,2.2
2400,2012-07-14,2012-07-16,2.98
2404,2012-07-17,2012-07-19,2.06
2408,2012-07-18,2012-07-22,2.09
2409,2012-07-20,2012-07-24,0.15
2410,2012-07-17,2012-07-22,2.29
2411,2012-07-18,2012-07-21,2.34
2412,2012-07-20,2012-07-27,0.65
2414,2012-07-20,2012-07-22,0.41
2415,2012-07-17,2012-07-19,0.95
2418,2012-07-20,2012-07-25,2.87
2419,2012-07-21,2012-07-24,31.12
2420,2012-07-17,2012-07-20,2.5
2421,2012-07-21,2012-07-26,2.55
2422,2012-07-20,2012-07-26,2.04
2423,2012-07-21,2012-07-24,0.63
2424,2012-07-17,2012-07-20,1.84
2425,2012-07-17,2012-07-20,1.49
2428,2012-07-16,2012-07-19,2.55
2430,2012-07-18,2012-07-21,0.97
2431,2012-07-18,2012-07-21,1.79
2432,2012-07-21,2012-07-25,2.29
2433,2012-07-18,2012-07-21,2.15
2436,2012-07-22,2012-07-24,1.72
2437,2012-07-19,2012-07-23,0.11
2438,2012-07-20,2012-07-26,26.69
2439,2012-07-19,2012-07-22,0.71
2440,2012-07-22,2012-07-24,2.8
2441,2012-07-19,2012-07-23,2.29
2442,2012-07-16,2012-07-19,2.97
2443,2012-07-17,2012-07-24,1.48
2446,2012-07-19,2012-07-22,2.79
2448,2012-07-15,2012-07-17,2.36
2449,2012-07-16,2012-07-19,27.98
2450,2012-07-18,2012-07-23,30.85
2451,2012-07-21,2012-07-28,0.94
2452,2012-07-16,2012-07-23,0.33
2453,2012-07-22,2012-07-24,0.78
2456,2012-07-17,2012-07-19,2.97
2457,2012-07-20,2012-07-22,2.55
2458,2012-07-20,2012-07-26,0.44
2460,2012-07-18,2012-07-25,2.04
2461,2012-07-19,2012-07-24,0.78
2462,2012-07-17,2012-07-20,1.6
2463,2012-07-19,2012-07-24,0.82
2464,2012-07-16,2012-07-21,2.96
2465,2012-07-18,2012-07-20,26.32
2466,2012-07-19,2012-07-21,1.88
2467,2012-07-18,2012-07-22,2.14
2468,2012-07-17,2012-07-24,1.09
2470,2012-07-18,2012-07-22,0.89
2472,2012-07-15,2012-07-17,0.38
2474,2012-07-16,2012-07-23,0.24
2476,2012-07-19,2012-07-21,1.14
2477,2012-07-15,2012-07-21,2.85
2479,2012-07-21,2012-07-25,0.65
2481,2012-07-15,2012-07-17,2.1
2482,2012-07-17,2012-07-24,1.69
2484,2012-07-21,2012-07-26,30.54
2485,2012-07-15,2012-07-19,27.77
2487,2012-07-21,2012-07-27,2.25
2488,2012-07-17,2012-07-20,1.76
2489,2012-07-18,2012-07-24,1.35
2490,2012-07-18,2012-07-23,0.78
2494,2012-07-16,2012-07-18,1.66
2495,2012-07-19,2012-07-23,1.29
2496,2012-07-21,2012-07-23,1.24
2497,2012-07-21,2012-07-28,0.77
2498,2012-07-17,2012-07-21,0.12
2499,2012-07-22,2012-07-26,1.08
2500,2012-07-19,2012-07-25,1.36
2501,2012-07-17,2012-07-23,0.5
2502,2012-07-18,2012-07-20,2.34
2503,2012-07-21,2012-07-28,0.31
2504,2012-07-16,2012-07-19,0.0
2509,2012-07-20,2012-07-27,29.95
2510,2012-07-17,2012-07-20,2.03
2511,2012-07-18,2012-07-20,1.91
2517,2012-07-19,2012-07-25,2.89
2518,2012-07-19,2012-07-25,1.6
2519,2012-07-19,2012-07-26,2.37
2520,2012-07-21,2012-07-28,0.04
2521,2012-07-21,2012-07-25,0.02
2523,2012-07-19,2012-07-25,1.54
2524,2012-07-20,2012-07-23,24.31
2526,2012-07-19,2012-07-24,2.66
2528,2012-07-17,2012-07-22,2.02
2529,2012-07-16,2012-07-23,0.22
2530,2012-07-19,2012-07-21,0.64
2532,2012-07-18,2012-07-21,25.95
2533,2012-07-16,2012-07-20,1.35
2534,2012-07-17,2012-07-21,29.79
2535,2012-07-21,2012-07-28,0.86
2536,2012-07-20,2012-07-22,2.34
2538,2012-07-15,2012-07-22,1.99
2539,2012-07-18,2012-07-25,0.72
2540,2012-07-22,2012-07-27,29.99
2541,2012-07-17,2012-07-23,25.64
2542,2012-07-17,2012-07-24,2.33
2543,2012-07-18,2012-07-21,1.84
2545,2012-07-19,2012-07-23,1.98
2546,2012-07-19,2012-07-21,28.1
2548,2012-07-18,2012-07-22,1.8
2549,2012-07-20,2012-07-23,0.81
2551,2012-07-20,2012-07-22,30.54
2552,2012-07-17,2012-07-19,1.61
2554,2012-07-19,2012-07-21,0.4
2555,2012-07-18,2012-07-25,29.78
2556,2012-07-22,2012-07-26,2.38
2557,2012-07-19,2012-07-22,31.5
2562,2012-07-20,2012-07-23,31.1
2563,2012-07-22,2012-07-28,1.51
2564,2012-07-21,2012-07-27,1.7
2565,2012-07-17,2012-07-23,0.13
2566,2012-07-19,2012-07-21,0.08
2567,2012-07-20,2012-07-25,2.06
2572,2012-07-15,2012-07-20,2.03
2573,2012-07-17,2012-07-22,2.52
2574,2012-07-20,2012-07-27,0.0
2575,2012-07-19,2012-07-22,2.6
2576,2012-07-19,2012-07-26,23.89
2578,2012-07-18,2012-07-22,2.88
2579,2012-07-17,2012-07-19,28.56
2581,2012-07-18,2012-07-21,27.3
2582,2012-07-19,2012-07-23,1.63
2583,2012-07-18,2012-07-21,2.71
2586,2012-07-21,2012-07-27,1.09
2587,2012-07-16,2012-07-22,0.13
2588,2012-07-15,2012-07-22,2.64
2590,2012-07-21,2012-07-27,1.75
2591,2012-07-21,2012-07-24,1.78
2595,2012-07-19,2012-07-23,2.6
2596,2012-07-18,2012-07-21,1.9
2597,2012-07-17,2012-07-20,0.18
2599,2012-07-20,2012-07-25,0.42
2601,2012-07-18,2012-07-21,1.23
2602,2012-07-18,2012-07-25,1.01
2604,2012-07-20,2012-07-24,25.14
2605,2012-07-19,2012-07-24,1.24
2606,2012-07-19,2012-07-25,0.55
2607,2012-07-18,2012-07-23,27.36
2608,2012-07-19,2012-07-23,2.46
2609,2012-07-15,2012-07-20,0.74
2610,2012-07-15,2012-07-21,1.51
2612,2012-07-20,2012-07-27,1.38
2614,2012-07-21,2012-07-28,0.07
2618,2012-07-17,2012-07-24,1.28
2619,2012-07-16,2012-07-21,0.69
2620,2012-07-22,2012-07-24,26.28
2621,2012-07-18,2012-07-22,2.07
2622,2012-07-15,2012-07-22,1.9
2623,2012-07-19,2012-07-22,2.83
2624,2012-07-21,2012-07-26,28.4
2625,2012-07-17,2012-07-21,24.32
2626,2012-07-19,2012-07-22,1.53
2628,2012-07-19,2012-07-21,1.15
2629,2012-07-19,2012-07-26,0.54
2630,2012-07-17,2012-07-19,0.55
2631,2012-07-18,2012-07-23,1.04
2632,2012-07-18,2012-07-20,27.92
2633,2012-07-19,2012-07-25,0.2
2634,2012-07-21,2012-07-27,1.79
2635,2012-07-16,2012-07-20,1.54
2636,2012-07-19,2012-07-26,2.41
2638,2012-07-19,2012-07-26,27.57
2639,2012-07-15,2012-07-20,2.56
2640,2012-07-19,2012-07-22,0.26
2647,2012-07-20,2012-07-26,2.61
2648,2012-07-19,2012-07-24,2.33
2649,2012-07-20,2012-07-26,2.92
