order_id,payment_method,payment_value,installments
2576,credit_card,3782.4,1
2578,credit_card,53151.42,3
2579,credit_card,4788.12,3
2581,credit_card,3556.74,3
2582,cod,88514.23,1
2583,credit_card,89069.75,1
2586,apple_pay,76880.04,6
2587,paypal,9157.52,3
2588,cod,63334.75,1
2590,credit_card,7881.02,3
2591,credit_card,12641.92,3
2593,paypal,32130.48,3
2595,credit_card,49268.94,3
2596,credit_card,26308.8,12
2597,paypal,53611.56,1
2599,cod,10431.8,1
2601,credit_card,17268.64,3
2602,paypal,56239.6,3
2604,credit_card,4666.29,1
2605,cod,24242.52,1
2606,credit_card,53507.74,6
2607,credit_card,1628.97,1
2608,credit_card,6289.8,3
2609,credit_card,87997.6,3
2610,credit_card,102248.79,1
2612,credit_card,41534.99,3
2614,credit_card,20233.4,3
2616,credit_card,17622.26,6
2617,credit_card,16286.34,6
2618,paypal,14631.4,12
2619,paypal,45809.52,3
2620,credit_card,4753.92,1
2621,credit_card,8307.18,1
2622,credit_card,23402.04,3
2623,credit_card,24641.96,6
2624,credit_card,1111.27,3
2625,bank_transfer,2187.7,1
2626,paypal,29357.16,3
2628,credit_card,13273.65,12
2629,credit_card,37156.32,6
2630,credit_card,12695.18,6
2631,credit_card,15329.04,6
2632,apple_pay,1557.71,6
2633,cod,12751.68,1
2634,paypal,16601.1,1
2635,cod,10654.26,1
2636,credit_card,6967.68,3
2638,paypal,1256.33,1
2639,cod,47617.12,1
2640,paypal,31478.88,6
2644,cod,7202.6,1
2645,bank_transfer,57320.52,1
2647,paypal,23261.0,3
2648,paypal,11059.97,1
2649,credit_card,13974.88,12
