order_id,order_date,customer_id,zip,order_status,payment_method,device_type,order_source
1149,2012-07-13,25819,43154,delivered,credit_card,desktop,organic_search
1150,2012-07-11,23922,43318,delivered,credit_card,mobile,social_media
1151,2012-07-13,27286,43506,delivered,credit_card,mobile,direct
1153,2012-07-12,27725,44044,delivered,cod,mobile,direct
1154,2012-07-12,27750,44053,delivered,credit_card,mobile,organic_search
1155,2012-07-10,27748,44053,returned,credit_card,tablet,referral
1156,2012-07-10,27751,44053,delivered,credit_card,mobile,paid_search
1157,2012-07-10,27757,44054,cancelled,credit_card,desktop,social_media
1158,2012-07-12,27756,44054,delivered,cod,tablet,organic_search
1160,2012-07-09,27998,44121,delivered,credit_card,desktop,organic_search
1162,2012-07-13,28098,44141,cancelled,cod,mobile,social_media
1164,2012-07-11,28272,44255,delivered,credit_card,mobile,paid_search
1165,2012-07-12,28280,44260,cancelled,credit_card,desktop,social_media
1166,2012-07-11,28534,44420,delivered,credit_card,desktop,social_media
1167,2012-07-11,28549,44425,cancelled,credit_card,desktop,social_media
1168,2012-07-11,23881,44455,delivered,apple_pay,mobile,organic_search
1169,2012-07-10,23882,44455,returned,credit_card,tablet,organic_search
1170,2012-07-10,29113,44718,delivered,cod,desktop,email_campaign
1171,2012-07-10,29120,44720,delivered,credit_card,tablet,organic_search
1172,2012-07-11,29233,44839,delivered,bank_transfer,mobile,email_campaign
1173,2012-07-10,29237,44839,delivered,credit_card,mobile,paid_search
1174,2012-07-12,29407,44889,delivered,credit_card,desktop,email_campaign
1175,2012-07-13,29409,44890,delivered,paypal,tablet,email_campaign
1176,2012-07-11,24506,45341,delivered,paypal,mobile,paid_search
1177,2012-07-12,24728,45419,delivered,credit_card,tablet,referral
1178,2012-07-10,34919,46123,paid,credit_card,mobile,social_media
1180,2012-07-13,35233,46236,cancelled,credit_card,desktop,organic_search
1181,2012-07-11,35245,46239,delivered,credit_card,mobile,paid_search
1182,2012-07-11,113518,46321,delivered,credit_card,mobile,organic_search
1183,2012-07-13,35358,46350,delivered,credit_card,tablet,paid_search
1184,2012-07-12,35376,46360,delivered,credit_card,mobile,paid_search
1185,2012-07-09,35439,46392,delivered,cod,mobile,referral
1186,2012-07-13,113626,46410,delivered,apple_pay,desktop,email_campaign
1188,2012-07-12,33999,46788,delivered,credit_card,mobile,direct
1190,2012-07-10,36354,47356,delivered,paypal,desktop,organic_search
1191,2012-07-10,36458,47429,delivered,credit_card,desktop,paid_search
1192,2012-07-10,29636,48047,cancelled,cod,desktop,paid_search
1194,2012-07-13,29967,48141,paid,apple_pay,mobile,direct
1195,2012-07-09,29974,48146,delivered,credit_card,mobile,organic_search
1197,2012-07-11,30657,48415,delivered,credit_card,mobile,direct
1198,2012-07-11,31717,48867,created,credit_card,desktop,social_media
1199,2012-07-09,32353,49264,delivered,credit_card,desktop,social_media
1200,2012-07-13,32737,49424,delivered,paypal,mobile,referral
1201,2012-07-13,84456,50010,delivered,credit_card,tablet,social_media
1202,2012-07-13,87544,50216,delivered,cod,tablet,paid_search
1203,2012-07-10,111579,50702,delivered,paypal,desktop,paid_search
1204,2012-07-13,85264,51503,delivered,credit_card,mobile,email_campaign
1206,2012-07-11,114156,53147,delivered,credit_card,tablet,paid_search
1208,2012-07-13,115881,53549,delivered,bank_transfer,mobile,paid_search
1209,2012-07-12,114731,53713,delivered,apple_pay,mobile,referral
1211,2012-07-13,103179,55305,delivered,apple_pay,desktop,social_media
1213,2012-07-13,103495,55372,delivered,cod,mobile,organic_search
1214,2012-07-11,103524,55379,delivered,paypal,desktop,paid_search
1217,2012-07-09,105377,55442,delivered,credit_card,mobile,organic_search
1218,2012-07-10,105373,55442,delivered,apple_pay,tablet,organic_search
1219,2012-07-13,105373,55442,delivered,cod,mobile,paid_search
1221,2012-07-13,89770,57201,delivered,credit_card,desktop,direct
1223,2012-07-11,156516,59261,delivered,credit_card,mobile,social_media
1224,2012-07-09,156516,59261,delivered,cod,tablet,social_media
1225,2012-07-09,156887,59538,delivered,credit_card,mobile,social_media
1226,2012-07-09,117475,60010,delivered,credit_card,tablet,paid_search
1227,2012-07-10,117617,60050,delivered,credit_card,mobile,email_campaign
1228,2012-07-13,117977,60151,delivered,credit_card,tablet,organic_search
1232,2012-07-11,119458,61021,delivered,cod,tablet,organic_search
1233,2012-07-10,119463,61024,delivered,credit_card,mobile,organic_search
1234,2012-07-13,121683,61830,delivered,credit_card,mobile,paid_search
1235,2012-07-12,47294,61866,delivered,credit_card,tablet,social_media
1237,2012-07-12,76212,62864,delivered,credit_card,mobile,social_media
1238,2012-07-12,109437,63123,delivered,cod,desktop,social_media
1239,2012-07-12,83121,64052,returned,credit_card,desktop,referral
1241,2012-07-10,83599,64503,delivered,credit_card,desktop,paid_search
1242,2012-07-11,84112,65340,delivered,credit_card,mobile,email_campaign
1243,2012-07-13,84157,65360,delivered,credit_card,desktop,referral
1244,2012-07-13,96694,65616,delivered,credit_card,desktop,paid_search
1246,2012-07-10,97146,65770,delivered,credit_card,tablet,paid_search
1247,2012-07-13,94608,66762,cancelled,credit_card,mobile,organic_search
1248,2012-07-10,94611,66762,delivered,bank_transfer,mobile,paid_search
1251,2012-07-09,81902,68516,delivered,credit_card,mobile,organic_search
1252,2012-07-13,82015,68640,delivered,credit_card,tablet,organic_search
1253,2012-07-10,106538,69301,delivered,apple_pay,tablet,email_campaign
1254,2012-07-09,100411,70394,delivered,credit_card,tablet,paid_search
1255,2012-07-09,102519,71446,cancelled,cod,tablet,organic_search
1256,2012-07-09,78967,71801,delivered,credit_card,mobile,organic_search
1257,2012-07-12,97857,71826,delivered,apple_pay,mobile,email_campaign
1258,2012-07-10,80954,72923,delivered,cod,desktop,email_campaign
1260,2012-07-12,112711,73401,delivered,credit_card,desktop,direct
1261,2012-07-09,112871,73507,cancelled,apple_pay,mobile,email_campaign
1262,2012-07-10,93892,74501,delivered,credit_card,desktop,organic_search
1263,2012-07-10,124306,75019,delivered,cod,mobile,direct
1264,2012-07-12,124367,75032,delivered,credit_card,mobile,email_campaign
1265,2012-07-12,124475,75058,delivered,paypal,desktop,paid_search
1266,2012-07-10,124474,75058,delivered,credit_card,desktop,organic_search
1267,2012-07-11,124530,75074,delivered,credit_card,mobile,referral
1268,2012-07-09,127409,75252,delivered,credit_card,mobile,social_media
1271,2012-07-10,127796,76559,delivered,paypal,desktop,paid_search
1272,2012-07-10,132157,77084,delivered,credit_card,mobile,organic_search
1273,2012-07-11,128758,77488,delivered,credit_card,mobile,organic_search
1274,2012-07-11,128762,77488,delivered,credit_card,desktop,paid_search
1275,2012-07-11,128818,77504,delivered,paypal,desktop,email_campaign
1276,2012-07-09,129290,77901,delivered,credit_card,mobile,paid_search
1277,2012-07-12,129332,77957,delivered,cod,mobile,social_media
1278,2012-07-13,131596,78240,delivered,paypal,mobile,paid_search
1279,2012-07-10,130217,78501,delivered,credit_card,mobile,paid_search
1280,2012-07-13,131298,78744,delivered,credit_card,desktop,email_campaign
1281,2012-07-11,126999,79731,delivered,cod,tablet,social_media
1283,2012-07-10,107040,80011,delivered,credit_card,tablet,paid_search
1284,2012-07-11,107039,80011,delivered,cod,desktop,email_campaign
1285,2012-07-09,107062,80015,delivered,credit_card,desktop,organic_search
1287,2012-07-13,107304,80135,delivered,credit_card,mobile,organic_search
1288,2012-07-13,109295,80239,delivered,credit_card,desktop,paid_search
1290,2012-07-13,107477,80435,delivered,credit_card,mobile,email_campaign
1291,2012-07-13,107788,80535,delivered,cod,mobile,paid_search
1292,2012-07-13,107934,80634,delivered,credit_card,desktop,organic_search
1293,2012-07-12,107967,80648,delivered,credit_card,desktop,paid_search
1294,2012-07-13,108459,81003,returned,paypal,mobile,social_media
1297,2012-07-12,106775,82053,delivered,credit_card,desktop,social_media
1298,2012-07-10,155130,83274,cancelled,credit_card,tablet,referral
1299,2012-07-13,153845,84003,delivered,paypal,desktop,organic_search
1301,2012-07-13,153877,84015,delivered,credit_card,mobile,organic_search
1302,2012-07-13,154168,84105,delivered,credit_card,desktop,referral
1303,2012-07-13,154252,84124,delivered,credit_card,mobile,email_campaign
1304,2012-07-09,154505,84403,delivered,credit_card,desktop,organic_search
1305,2012-07-09,143039,85201,delivered,apple_pay,desktop,social_media
1307,2012-07-11,143102,85215,delivered,cod,mobile,paid_search
1308,2012-07-10,143160,85226,delivered,credit_card,mobile,paid_search
1309,2012-07-11,143249,85249,shipped,credit_card,mobile,organic_search
1310,2012-07-09,144769,86403,cancelled,apple_pay,tablet,paid_search
1311,2012-07-13,145093,87047,created,apple_pay,mobile,social_media
1312,2012-07-12,145157,87102,shipped,bank_transfer,desktop,social_media
1313,2012-07-13,145206,87112,delivered,credit_card,tablet,referral
1314,2012-07-10,145254,87122,delivered,credit_card,mobile,organic_search
1315,2012-07-11,145265,87124,delivered,credit_card,mobile,organic_search
1316,2012-07-13,146009,88007,delivered,paypal,mobile,email_campaign
1317,2012-07-11,151855,89031,created,credit_card,tablet,paid_search
1318,2012-07-09,151851,89031,delivered,cod,desktop,direct
1319,2012-07-12,151255,89410,cancelled,credit_card,mobile,organic_search
1320,2012-07-12,139908,90291,delivered,cod,desktop,organic_search
1321,2012-07-11,139984,90501,delivered,cod,mobile,social_media
1322,2012-07-11,139988,90501,paid,credit_card,desktop,social_media
1323,2012-07-11,140055,90620,returned,credit_card,desktop,organic_search
1324,2012-07-11,140817,91423,delivered,cod,mobile,organic_search
1325,2012-07-09,140818,91423,delivered,credit_card,desktop,email_campaign
1326,2012-07-12,138065,92021,delivered,paypal,tablet,direct
1327,2012-07-13,138064,92021,delivered,credit_card,desktop,organic_search
1328,2012-07-11,138064,92021,delivered,credit_card,mobile,organic_search
1329,2012-07-11,138098,92028,delivered,apple_pay,desktop,referral
1333,2012-07-12,137635,92119,delivered,credit_card,mobile,organic_search
1334,2012-07-10,138470,92274,shipped,credit_card,desktop,direct
1335,2012-07-09,138598,92324,delivered,credit_card,mobile,social_media
1337,2012-07-11,141296,92630,delivered,apple_pay,mobile,organic_search
1338,2012-07-10,141497,92705,returned,cod,desktop,referral
1339,2012-07-12,141728,92886,delivered,credit_card,mobile,organic_search
1340,2012-07-12,132545,93291,delivered,credit_card,mobile,organic_search
1341,2012-07-09,139360,93309,delivered,credit_card,mobile,email_campaign
1343,2012-07-12,135532,94585,delivered,credit_card,tablet,organic_search
1345,2012-07-12,134192,94947,delivered,credit_card,desktop,paid_search
1346,2012-07-13,134660,95128,paid,apple_pay,desktop,social_media
1347,2012-07-10,134938,95258,delivered,credit_card,mobile,email_campaign
1348,2012-07-12,136016,95608,delivered,bank_transfer,desktop,paid_search
1349,2012-07-11,136527,95901,cancelled,credit_card,mobile,organic_search
1350,2012-07-11,136590,95928,delivered,cod,desktop,paid_search
1351,2012-07-09,136717,95961,paid,cod,mobile,organic_search
1352,2012-07-11,136997,96049,delivered,cod,desktop,referral
1354,2012-07-13,146837,97045,delivered,credit_card,mobile,social_media
1355,2012-07-10,147283,97227,delivered,apple_pay,desktop,direct
1356,2012-07-09,147476,97330,delivered,credit_card,desktop,organic_search
1357,2012-07-11,147478,97330,delivered,credit_card,mobile,social_media
1358,2012-07-10,148450,98005,returned,cod,desktop,paid_search
1359,2012-07-11,148511,98021,delivered,credit_card,mobile,social_media
1360,2012-07-11,148916,98148,delivered,credit_card,tablet,direct
1361,2012-07-11,148920,98148,delivered,paypal,mobile,social_media
1362,2012-07-12,149045,98226,delivered,credit_card,desktop,social_media
1364,2012-07-11,149239,98277,delivered,apple_pay,mobile,social_media
1366,2012-07-11,150377,98682,delivered,cod,desktop,paid_search
1368,2012-07-11,153722,99336,returned,apple_pay,desktop,organic_search
1369,2012-07-13,147745,99516,delivered,credit_card,desktop,organic_search
1371,2012-07-13,58766,1450,delivered,credit_card,mobile,organic_search
1372,2012-07-13,58969,1540,delivered,paypal,desktop,paid_search
1373,2012-07-10,59440,2356,delivered,cod,mobile,social_media
1376,2012-07-10,59989,2771,returned,paypal,mobile,paid_search
1378,2012-07-11,56820,6374,delivered,cod,tablet,social_media
1379,2012-07-14,57215,6525,delivered,cod,tablet,organic_search
1380,2012-07-12,57252,6611,delivered,credit_card,tablet,organic_search
1381,2012-07-14,48619,6878,delivered,credit_card,mobile,organic_search
1383,2012-07-11,40411,7074,delivered,credit_card,mobile,organic_search
1384,2012-07-13,41602,7081,delivered,credit_card,desktop,paid_search
1385,2012-07-10,41791,7728,delivered,cod,mobile,organic_search
1387,2012-07-13,40981,7801,delivered,credit_card,desktop,social_media
1388,2012-07-10,40980,7801,delivered,credit_card,desktop,organic_search
1389,2012-07-11,41000,7822,delivered,credit_card,mobile,organic_search
1391,2012-07-12,42800,8505,delivered,paypal,mobile,organic_search
1392,2012-07-11,43166,8820,delivered,credit_card,desktop,organic_search
1395,2012-07-12,10606,10307,returned,apple_pay,desktop,social_media
1396,2012-07-10,11700,11501,created,apple_pay,desktop,direct
1397,2012-07-10,11712,11510,delivered,credit_card,mobile,referral
1398,2012-07-14,11865,11580,delivered,credit_card,mobile,organic_search
1399,2012-07-10,12349,11934,delivered,credit_card,mobile,social_media
1400,2012-07-14,14545,12769,delivered,credit_card,desktop,email_campaign
1401,2012-07-10,16144,13431,delivered,credit_card,mobile,paid_search
1402,2012-07-12,16144,13431,delivered,apple_pay,tablet,social_media
1403,2012-07-14,9157,14094,delivered,credit_card,mobile,paid_search
1404,2012-07-12,9583,14456,delivered,paypal,desktop,organic_search
1405,2012-07-13,10441,14821,delivered,credit_card,desktop,direct
1406,2012-07-13,1399,15001,delivered,credit_card,mobile,social_media
1407,2012-07-11,1415,15005,delivered,credit_card,tablet,organic_search
1408,2012-07-13,161,15235,delivered,paypal,desktop,social_media
1409,2012-07-12,172,15237,cancelled,credit_card,desktop,social_media
1410,2012-07-12,1876,15301,cancelled,apple_pay,desktop,organic_search
1411,2012-07-10,1879,15301,cancelled,credit_card,tablet,email_campaign
1412,2012-07-14,3308,15902,delivered,credit_card,mobile,email_campaign
1414,2012-07-10,8592,16125,cancelled,credit_card,desktop,social_media
1415,2012-07-11,656,16226,cancelled,credit_card,desktop,social_media
1416,2012-07-14,4935,16506,delivered,credit_card,tablet,direct
1417,2012-07-10,4949,16509,delivered,credit_card,mobile,referral
1419,2012-07-14,1131,16662,delivered,bank_transfer,desktop,organic_search
1420,2012-07-12,1132,16662,delivered,credit_card,desktop,social_media
1422,2012-07-13,6839,17522,delivered,credit_card,tablet,organic_search
1423,2012-07-11,6839,17522,delivered,apple_pay,mobile,referral
1424,2012-07-10,7310,18017,delivered,credit_card,desktop,organic_search
1425,2012-07-10,7349,18042,delivered,credit_card,tablet,paid_search
1426,2012-07-13,3570,18914,delivered,credit_card,mobile,paid_search
1427,2012-07-12,4674,19136,cancelled,credit_card,mobile,organic_search
1428,2012-07-12,7033,19363,delivered,credit_card,mobile,email_campaign
1429,2012-07-14,4277,19380,delivered,credit_card,desktop,organic_search
1430,2012-07-14,7830,19506,delivered,credit_card,mobile,paid_search
1431,2012-07-10,7879,19530,delivered,paypal,desktop,paid_search
1432,2012-07-14,65123,20019,delivered,credit_card,desktop,organic_search
1433,2012-07-13,65206,20111,delivered,credit_card,mobile,referral
1434,2012-07-10,44025,21111,returned,credit_card,mobile,social_media
1435,2012-07-11,44238,21219,delivered,paypal,tablet,organic_search
1436,2012-07-13,44873,21821,delivered,credit_card,mobile,email_campaign
1437,2012-07-13,65655,22192,delivered,paypal,mobile,organic_search
1440,2012-07-11,67225,23234,delivered,credit_card,tablet,organic_search
1441,2012-07-13,67885,23834,delivered,paypal,mobile,paid_search
1442,2012-07-11,68104,24015,delivered,apple_pay,tablet,direct
1445,2012-07-14,49617,24541,delivered,credit_card,mobile,email_campaign
1446,2012-07-13,38400,25541,delivered,credit_card,desktop,paid_search
1447,2012-07-11,38774,25812,returned,credit_card,mobile,social_media
1449,2012-07-11,50028,27253,delivered,credit_card,mobile,organic_search
1450,2012-07-13,50263,27360,delivered,credit_card,desktop,organic_search
1451,2012-07-11,51073,27850,delivered,credit_card,desktop,social_media
1454,2012-07-12,52323,28635,delivered,credit_card,desktop,direct
1455,2012-07-11,52358,28659,delivered,cod,desktop,referral
1456,2012-07-14,62047,29020,delivered,credit_card,desktop,paid_search
1457,2012-07-12,62366,29150,delivered,cod,desktop,social_media
1459,2012-07-10,62392,29160,delivered,credit_card,mobile,organic_search
1460,2012-07-11,63687,29704,cancelled,paypal,mobile,referral
1463,2012-07-10,53843,30017,delivered,credit_card,mobile,email_campaign
1464,2012-07-14,53896,30032,delivered,credit_card,mobile,referral
1465,2012-07-11,54071,30082,delivered,cod,mobile,organic_search
1466,2012-07-13,54340,30152,cancelled,credit_card,mobile,social_media
1469,2012-07-10,56063,30345,delivered,credit_card,desktop,direct
1470,2012-07-13,61539,30635,delivered,cod,tablet,direct
1471,2012-07-11,61542,30635,delivered,paypal,desktop,email_campaign
1474,2012-07-14,21177,32127,delivered,bank_transfer,desktop,paid_search
1476,2012-07-12,21689,32311,returned,credit_card,mobile,direct
1477,2012-07-12,21751,32328,delivered,credit_card,mobile,organic_search
1478,2012-07-12,17437,32953,delivered,cod,desktop,referral
1480,2012-07-12,18114,33407,delivered,paypal,mobile,paid_search
1481,2012-07-12,19073,33766,delivered,paypal,desktop,social_media
1485,2012-07-14,52885,36106,delivered,credit_card,tablet,organic_search
1487,2012-07-11,53551,36801,delivered,credit_card,desktop,paid_search
1489,2012-07-10,74095,37705,created,apple_pay,tablet,paid_search
1490,2012-07-13,75679,38261,delivered,credit_card,desktop,social_media
1492,2012-07-10,45494,40013,delivered,paypal,tablet,organic_search
1493,2012-07-11,45684,40115,delivered,credit_card,mobile,organic_search
1494,2012-07-11,45772,40162,delivered,credit_card,mobile,email_campaign
1496,2012-07-11,46618,40218,delivered,credit_card,desktop,organic_search
1497,2012-07-10,68883,40769,delivered,apple_pay,mobile,social_media
1498,2012-07-11,45266,41129,delivered,apple_pay,desktop,social_media
1499,2012-07-11,45342,41174,returned,credit_card,mobile,organic_search
1503,2012-07-14,46468,42724,delivered,paypal,mobile,social_media
1504,2012-07-11,25636,43078,delivered,cod,mobile,direct
1505,2012-07-12,25636,43078,delivered,credit_card,tablet,organic_search
1507,2012-07-10,23721,43938,shipped,credit_card,mobile,email_campaign
1508,2012-07-11,23745,43948,delivered,credit_card,desktop,email_campaign
1509,2012-07-10,27750,44053,paid,credit_card,mobile,paid_search
1510,2012-07-12,27947,44110,delivered,apple_pay,mobile,organic_search
1511,2012-07-13,28119,44145,delivered,bank_transfer,desktop,paid_search
1512,2012-07-12,28208,44231,delivered,credit_card,mobile,paid_search
1513,2012-07-11,28666,44483,returned,credit_card,desktop,social_media
1514,2012-07-11,29104,44710,delivered,credit_card,mobile,paid_search
1517,2012-07-12,25345,45244,created,apple_pay,tablet,social_media
1519,2012-07-10,35234,46236,returned,credit_card,desktop,paid_search
1520,2012-07-14,35276,46254,delivered,credit_card,mobile,organic_search
1521,2012-07-11,35309,46304,delivered,apple_pay,mobile,paid_search
1522,2012-07-13,35313,46307,delivered,credit_card,desktop,social_media
1523,2012-07-12,35316,46307,delivered,cod,mobile,social_media
1524,2012-07-14,35388,46368,returned,paypal,desktop,organic_search
1526,2012-07-13,35541,46534,delivered,credit_card,mobile,paid_search
1527,2012-07-13,35641,46567,delivered,credit_card,mobile,organic_search
1528,2012-07-14,34389,47161,delivered,paypal,desktop,paid_search
1530,2012-07-14,78423,47713,delivered,credit_card,mobile,email_campaign
1531,2012-07-12,36674,47802,delivered,credit_card,mobile,organic_search
1532,2012-07-14,29525,48021,delivered,credit_card,desktop,organic_search
1533,2012-07-11,29525,48021,delivered,paypal,mobile,organic_search
1534,2012-07-14,29699,48067,delivered,credit_card,mobile,paid_search
1535,2012-07-14,29877,48114,delivered,paypal,mobile,paid_search
1536,2012-07-10,33600,48157,returned,credit_card,mobile,organic_search
1539,2012-07-10,30331,48239,delivered,paypal,mobile,paid_search
1541,2012-07-11,30608,48383,delivered,apple_pay,desktop,organic_search
1542,2012-07-12,31255,48722,paid,credit_card,desktop,organic_search
1543,2012-07-13,32704,49418,paid,paypal,desktop,email_campaign
1544,2012-07-13,32703,49418,delivered,paypal,mobile,email_campaign
1545,2012-07-14,105788,50548,cancelled,paypal,tablet,social_media
1547,2012-07-13,114207,53177,delivered,credit_card,tablet,social_media
1548,2012-07-12,115787,53216,delivered,credit_card,mobile,direct
1549,2012-07-13,114487,53546,delivered,credit_card,tablet,paid_search
1550,2012-07-14,114700,53703,delivered,cod,mobile,email_campaign
1551,2012-07-10,114839,53813,paid,credit_card,desktop,email_campaign
1552,2012-07-11,114842,53813,delivered,credit_card,desktop,email_campaign
1553,2012-07-10,115946,53946,delivered,credit_card,mobile,social_media
1554,2012-07-14,106097,54016,delivered,apple_pay,mobile,email_campaign
1555,2012-07-11,102906,55068,delivered,cod,mobile,organic_search
1557,2012-07-12,103168,55303,delivered,paypal,mobile,email_campaign
1558,2012-07-13,103595,55398,delivered,paypal,mobile,social_media
1559,2012-07-12,105286,55423,delivered,credit_card,mobile,direct
1561,2012-07-10,103756,55731,cancelled,credit_card,desktop,paid_search
1562,2012-07-14,104054,55920,delivered,credit_card,desktop,organic_search
1563,2012-07-12,104518,56071,delivered,paypal,mobile,paid_search
1564,2012-07-12,104836,56320,delivered,cod,desktop,paid_search
1565,2012-07-14,89744,57106,returned,apple_pay,mobile,organic_search
1567,2012-07-13,90669,57717,delivered,paypal,mobile,organic_search
1568,2012-07-11,91458,58401,delivered,bank_transfer,tablet,social_media
1569,2012-07-11,91550,58448,delivered,cod,desktop,organic_search
1571,2012-07-11,156306,59034,delivered,credit_card,desktop,direct
1572,2012-07-11,157000,59701,delivered,cod,mobile,organic_search
1573,2012-07-11,157514,59923,delivered,credit_card,desktop,organic_search
1574,2012-07-14,117562,60035,delivered,cod,mobile,social_media
1575,2012-07-11,117602,60046,delivered,credit_card,desktop,referral
1576,2012-07-11,117697,60073,delivered,credit_card,mobile,organic_search
1578,2012-07-12,118106,60188,delivered,cod,tablet,organic_search
1579,2012-07-13,118260,60419,delivered,credit_card,desktop,referral
1580,2012-07-11,118324,60433,delivered,paypal,mobile,referral
1581,2012-07-10,118384,60446,paid,cod,mobile,social_media
1582,2012-07-10,118412,60451,delivered,cod,desktop,organic_search
1583,2012-07-14,118458,60463,delivered,paypal,desktop,social_media
1584,2012-07-12,119377,60548,delivered,credit_card,desktop,organic_search
1585,2012-07-10,119627,61072,delivered,credit_card,mobile,organic_search
1586,2012-07-12,121451,61704,delivered,cod,mobile,organic_search
1587,2012-07-10,47217,61844,delivered,credit_card,desktop,organic_search
1588,2012-07-12,47382,61920,delivered,credit_card,mobile,referral
1589,2012-07-13,76341,62901,shipped,credit_card,desktop,social_media
1591,2012-07-12,109611,63020,delivered,credit_card,mobile,direct
1592,2012-07-12,109632,63026,delivered,credit_card,mobile,paid_search
1593,2012-07-12,110057,63401,delivered,apple_pay,mobile,paid_search
1594,2012-07-11,110056,63401,delivered,paypal,desktop,paid_search
1595,2012-07-10,82990,63565,delivered,cod,desktop,email_campaign
1596,2012-07-12,83158,64061,delivered,credit_card,mobile,direct
1598,2012-07-10,110609,65109,delivered,credit_card,mobile,direct
1599,2012-07-12,97196,65785,cancelled,cod,mobile,organic_search
1600,2012-07-14,97197,65785,returned,credit_card,desktop,email_campaign
1601,2012-07-12,95127,67204,delivered,paypal,tablet,paid_search
1603,2012-07-11,82456,68866,delivered,credit_card,mobile,paid_search
1604,2012-07-10,100161,70118,delivered,cod,tablet,social_media
1605,2012-07-11,100506,70444,delivered,credit_card,mobile,email_campaign
1606,2012-07-14,100563,70458,delivered,credit_card,desktop,organic_search
1608,2012-07-14,79421,72034,returned,credit_card,desktop,email_campaign
1609,2012-07-12,79915,72206,delivered,apple_pay,desktop,social_media
1610,2012-07-13,94300,73119,delivered,paypal,desktop,social_media
1611,2012-07-12,93718,74365,delivered,paypal,mobile,organic_search
1612,2012-07-11,124425,75047,cancelled,bank_transfer,tablet,organic_search
1613,2012-07-14,127309,75228,delivered,paypal,mobile,paid_search
1615,2012-07-11,122838,75703,cancelled,cod,mobile,paid_search
1616,2012-07-10,123031,75801,delivered,credit_card,desktop,organic_search
1617,2012-07-12,125105,76028,delivered,paypal,desktop,organic_search
1618,2012-07-12,131824,77018,delivered,credit_card,mobile,social_media
1619,2012-07-10,131947,77042,cancelled,paypal,tablet,referral
1620,2012-07-13,132043,77062,delivered,credit_card,desktop,email_campaign
1622,2012-07-11,128998,77568,delivered,credit_card,desktop,organic_search
1623,2012-07-11,131581,78237,returned,paypal,desktop,paid_search
1625,2012-07-10,126940,79705,cancelled,credit_card,mobile,organic_search
1626,2012-07-13,126952,79707,paid,apple_pay,mobile,paid_search
1627,2012-07-10,107039,80011,delivered,paypal,desktop,referral
1628,2012-07-12,107059,80015,delivered,credit_card,desktop,email_campaign
1629,2012-07-11,107273,80129,delivered,credit_card,tablet,organic_search
1630,2012-07-10,109145,80205,delivered,cod,desktop,paid_search
1631,2012-07-10,109151,80206,delivered,credit_card,tablet,paid_search
1632,2012-07-11,109199,80219,delivered,apple_pay,mobile,referral
1633,2012-07-11,109198,80219,delivered,credit_card,tablet,social_media
1634,2012-07-10,109211,80221,delivered,credit_card,tablet,paid_search
1635,2012-07-14,107356,80301,delivered,paypal,mobile,paid_search
1636,2012-07-13,107361,80302,delivered,bank_transfer,mobile,organic_search
1638,2012-07-14,107936,80634,shipped,credit_card,desktop,email_campaign
1639,2012-07-11,108283,80908,delivered,paypal,mobile,organic_search
1640,2012-07-10,108396,80930,delivered,credit_card,mobile,organic_search
1641,2012-07-10,106756,82009,delivered,credit_card,tablet,social_media
1642,2012-07-13,152303,82414,returned,cod,mobile,social_media
1643,2012-07-14,152302,82414,delivered,credit_card,desktop,social_media
1644,2012-07-14,155416,83440,delivered,paypal,mobile,social_media
1646,2012-07-12,154595,84542,shipped,credit_card,tablet,paid_search
1647,2012-07-10,154773,84655,created,credit_card,mobile,organic_search
1648,2012-07-12,154774,84655,delivered,apple_pay,mobile,paid_search
1651,2012-07-10,144676,86326,delivered,credit_card,desktop,paid_search
1652,2012-07-14,145220,87114,delivered,credit_card,mobile,social_media
1653,2012-07-12,145218,87114,delivered,credit_card,mobile,organic_search
1654,2012-07-13,151945,89074,delivered,credit_card,desktop,email_campaign
1656,2012-07-13,152173,89142,delivered,credit_card,mobile,organic_search
1657,2012-07-14,142565,90077,delivered,credit_card,mobile,referral
1658,2012-07-11,139891,90277,delivered,paypal,mobile,organic_search
1659,2012-07-14,139895,90278,delivered,credit_card,mobile,email_campaign
1660,2012-07-14,140732,91381,delivered,cod,desktop,referral
1663,2012-07-13,140957,91724,delivered,apple_pay,mobile,email_campaign
1664,2012-07-11,137874,91911,delivered,apple_pay,mobile,email_campaign
1665,2012-07-10,138102,92028,cancelled,cod,desktop,referral
1666,2012-07-12,139650,92243,delivered,credit_card,tablet,paid_search
1667,2012-07-13,139650,92243,delivered,paypal,mobile,organic_search
1668,2012-07-14,139647,92243,cancelled,cod,tablet,organic_search
1669,2012-07-14,139651,92243,returned,credit_card,mobile,social_media
1670,2012-07-13,138484,92277,delivered,paypal,mobile,referral
1672,2012-07-14,139050,92562,delivered,paypal,mobile,referral
1673,2012-07-10,139137,92592,delivered,credit_card,desktop,organic_search
1674,2012-07-12,139138,92592,returned,bank_transfer,mobile,social_media
1675,2012-07-12,139137,92592,cancelled,apple_pay,desktop,social_media
1676,2012-07-10,141186,92602,cancelled,paypal,mobile,organic_search
1677,2012-07-11,141305,92646,delivered,paypal,desktop,referral
1678,2012-07-12,141491,92704,delivered,credit_card,mobile,social_media
1679,2012-07-12,141498,92705,delivered,credit_card,mobile,social_media
1680,2012-07-12,141777,93012,delivered,apple_pay,tablet,email_campaign
