Date,gross_revenue,net_revenue,COGS
2015-07-19,4734057.3,3930553.51,4244345.55
2015-07-20,4593431.52,3681755.41,3967198.09
2015-07-21,6205610.6,5465227.36,5212906.4
2015-07-22,7003315.42,5722941.79,5699625.87
2015-07-23,6241579.84,5998101.49,5041557.0
2015-07-24,4815209.73,4505884.65,3864863.25
2015-07-25,4869837.46,4566267.0,3980424.09
2015-07-26,5323996.74,5067093.8,4436550.96
2015-07-27,5603376.79,4970464.58,4431670.86
2015-07-28,6826651.55,6397791.84,5538901.92
2015-07-29,9470985.24,8720868.09,7602775.68
2015-07-30,10296776.67,9297387.58,9762134.91
2015-07-31,8227312.7,7668482.88,8001039.19
2015-08-01,7969399.16,7177931.29,8307674.69
2015-08-02,5808782.79,5354088.7,6999844.19
2015-08-03,4720575.96,4318409.09,6451104.36
2015-08-04,2658117.34,2426014.58,3894709.67
2015-08-05,2978173.12,2685329.21,4001425.35
2015-08-06,2558707.18,2305231.12,3656184.22
2015-08-07,1981109.04,1761417.66,2648627.83
2015-08-08,1709563.14,1493643.04,2428463.02
2015-08-09,2122689.02,1879086.42,2864218.57
2015-08-10,2341717.61,2081264.6199999999,3233525.06
2015-08-11,2434219.28,2083403.15,3451194.49
2015-08-12,3555473.95,3128341.65,4878289.67
2015-08-13,2921138.79,2597403.62,3979730.24
2015-08-14,2842163.51,2551161.32,3979723.24
2015-08-15,2655077.08,2331738.46,3723026.61
2015-08-16,2851597.29,2522812.79,3843042.72
2015-08-17,2804909.03,2381047.61,3580539.39
2015-08-18,3797369.86,3518768.25,5081331.41
2015-08-19,3996506.07,3725657.77,5388360.8
2015-08-20,3542649.14,3030498.72,4967122.51
2015-08-21,2826694.43,2597921.0,4029608.29
2015-08-22,2330134.4,2082160.59,3196044.6
2015-08-23,2980880.01,2617279.95,4035327.45
2015-08-24,2905862.72,2623390.88,4140352.34
2015-08-25,3470416.25,3200207.12,4713031.14
2015-08-26,4027164.09,3751809.49,5549423.27
2015-08-27,3564052.29,3259267.02,4867784.09
2015-08-28,8506950.72,7448216.79,11044258.41
2015-08-29,7794439.44,7000782.26,10361751.16
2015-08-30,7344062.69,6570413.5,9260104.74
2015-08-31,7854391.23,6972043.27,10070785.58
2015-09-01,6760812.85,6032635.49,8154672.78
2015-09-02,2200298.26,1913419.97,2129220.78
2015-09-03,2827263.54,2188937.84,2604249.38
2015-09-04,3174821.93,2517431.77,2868467.84
2015-09-05,4060108.04,3268400.04,3677521.7
2015-09-06,5806076.99,4675360.05,5165364.57
2015-09-07,5427754.58,4525604.34,4736445.82
2015-09-08,4280040.71,3423337.06,3769505.38
2015-09-09,3647303.9,2980836.37,3266493.41
2015-09-10,3721441.58,3213874.82,3354394.08
2015-09-11,5440903.55,4277627.51,4839456.19
2015-09-12,4950740.04,3994684.75,4404176.85
2015-09-13,6063850.75,4820008.07,5333297.85
2015-09-14,5951627.11,4790535.82,5241870.86
2015-09-15,4289955.17,3402414.45,3759560.12
2015-09-16,4578098.38,3898453.41,4047593.29
2015-09-17,4322042.75,3606908.04,3890293.3
2015-09-18,4626830.39,3568174.2199999997,4125549.97
2015-09-19,4866373.41,4136583.59,4338177.32
2015-09-20,5970375.19,4816945.25,5199616.34
2015-09-21,5429549.96,4559552.83,4922952.43
2015-09-22,3989413.65,3106392.47,3510644.34
2015-09-23,4492195.74,3712815.69,4136948.97
2015-09-24,4990183.49,4142474.5,4532817.65
2015-09-25,5455949.84,4491332.95,4738294.51
2015-09-26,6622087.86,5285890.26,5772363.74
2015-09-27,9527329.68,7674391.53,8445286.43
2015-09-28,8161672.8,6577348.95,7449690.47
2015-09-29,7149980.42,5962051.34,6330231.0
2015-09-30,6245594.21,4991051.07,5509034.08
2015-10-01,5328206.77,4737527.26,4579676.64
2015-10-02,2171539.56,1934351.49,1796561.55
2015-10-03,4071748.88,3736630.0,3247591.03
2015-10-04,3492367.73,3157803.13,2871726.8
2015-10-05,4507541.9,4309344.04,3678096.41
2015-10-06,4188998.54,3665615.52,3415837.46
2015-10-07,3426493.43,2956691.04,2803278.62
2015-10-08,3233949.18,2923703.14,2641121.98
2015-10-09,3267999.74,3103237.41,2663149.73
2015-10-10,3378102.79,2943937.94,2705337.11
2015-10-11,3286486.34,3030884.79,2566855.85
2015-10-12,4956524.37,4672719.59,4081540.58
2015-10-13,5498991.17,4822196.7,4432958.2
2015-10-14,3411355.27,3053049.21,2666618.8
2015-10-15,3768908.71,3546673.62,2948986.13
2015-10-16,3821540.36,3385867.63,2987369.39
2015-10-17,3662021.88,3142591.36,2894880.7
2015-10-18,4235369.07,3791313.26,3332133.13
2015-10-19,6150586.07,5354998.4799999995,4953145.42
2015-10-20,5151254.9,4801013.29,4073078.24
2015-10-21,3861128.76,3507227.23,3112793.66
2015-10-22,3503062.58,3122255.31,2822517.81
2015-10-23,4220053.16,3937948.71,3535441.18
2015-10-24,3836294.44,3444954.61,2963519.26
2015-10-25,4371735.18,4055223.76,3592252.8
2015-10-26,5670407.54,5092759.35,4548016.77
2015-10-27,5227347.01,4618464.71,4220293.85
2015-10-28,7029977.95,6267761.6,5631491.38
2015-10-29,7420192.54,6795839.0,6015934.85
2015-10-30,7246849.63,6704228.5,5898873.81
2015-10-31,5833943.99,5125018.39,4766615.28
2015-11-01,5794071.48,5293524.63,4691433.96
2015-11-02,2770297.66,2317396.81,2300656.83
2015-11-03,2095237.3,1873965.49,1642341.12
2015-11-04,2658412.16,2328767.9,2230527.42
2015-11-05,2550367.78,2381206.79,2095931.27
2015-11-06,3113759.4,2691706.3,2524846.93
2015-11-07,2523233.52,2299315.93,2111797.74
2015-11-08,4183206.42,3854360.46,3467217.26
2015-11-09,3409517.01,2991556.86,2730600.71
2015-11-10,3237404.66,3114835.69,2600539.96
2015-11-11,2928494.89,2640458.53,2445001.94
2015-11-12,3900732.76,3660106.7600000002,3072175.13
2015-11-13,3144926.75,2794677.35,2547598.28
2015-11-14,4369752.69,3934675.83,3445998.98
2015-11-15,4297274.47,3974466.2600000002,3488973.66
2015-11-16,4316238.63,3929897.94,3541079.15
2015-11-17,3035948.85,2735962.37,2418023.08
2015-11-18,3208924.12,2850400.6,2787131.03
2015-11-19,2934934.24,2271175.96,2722267.8
2015-11-20,3389498.76,2667029.31,3170548.9
2015-11-21,2291920.41,1693352.27,2320486.62
2015-11-22,3070301.17,2307067.77,3152837.2
2015-11-23,2329823.55,1761661.98,2370762.85
2015-11-24,1994420.05,1557537.8599999999,2017128.44
2015-11-25,1994246.64,1414695.27,2069297.94
2015-11-26,3361942.92,2445256.54,3392781.25
2015-11-27,5242225.8,3679801.77,5137790.23
2015-11-28,5114979.4,3767352.84,5281806.7
2015-11-29,5018236.03,3418556.35,4955536.7
2015-11-30,4031497.64,3079976.12,4065929.95
2015-12-01,3221463.05,2299981.28,3262618.05
2015-12-02,953639.35,612411.18,978207.15
2015-12-03,1852279.15,1357766.9,1907081.99
2015-12-04,2076429.7,1494607.1,2095572.96
2015-12-05,2287846.3,1717516.5999999999,2292826.58
2015-12-06,2028034.94,1369305.02,2013778.51
2015-12-07,2286683.02,1596143.15,2364273.69
2015-12-08,2785090.6,1907514.48,2715044.46
2015-12-09,1648123.41,1244283.35,1664248.89
2015-12-10,2450848.03,1633147.79,2579079.6
2015-12-11,2027594.98,1461373.14,1955884.16
2015-12-12,2888573.7,2096882.75,2824587.14
2015-12-13,3442735.4,2581741.19,3382073.59
2015-12-14,3272227.86,2441759.84,3176504.37
2015-12-15,3089177.63,2359406.05,3106617.67
2015-12-16,2310884.14,1533031.98,2367574.49
2015-12-17,2671287.02,2017988.9,2646046.82
2015-12-18,2923802.97,2215034.73,2954646.8
2015-12-19,2965218.72,2096788.3800000001,3081409.43
2015-12-20,3613917.61,2754811.76,3711607.1
2015-12-21,5050481.76,3774948.91,5131271.18
2015-12-22,3719442.83,2674241.93,3727031.54
2015-12-23,3656481.63,2715103.56,3646146.76
2015-12-24,2398336.72,1847374.55,2262884.17
2015-12-25,3229207.58,2357383.18,3048061.85
2015-12-26,3645783.09,2496266.17,3633106.61
2015-12-27,5096354.17,3546805.7,5095420.51
2015-12-28,8179976.67,6050517.8,8163764.62
2015-12-29,7760149.23,5501875.37,7689336.24
2015-12-30,5941753.52,4415169.48,5888436.34
2015-12-31,6375571.66,4924516.13,6217888.06
2016-01-01,5846204.33,4572271.4,5354701.23
2016-01-02,2558616.91,2321057.14,2072521.54
2016-01-03,2744446.82,2300347.7,2169775.39
2016-01-04,2387838.0,2318595.19,1861702.6
2016-01-05,1557710.07,1466912.74,1249444.02
2016-01-06,2337143.16,2253018.09,1917221.35
2016-01-07,2503287.51,2267960.56,2024858.69
2016-01-08,2738103.45,2477694.77,2202044.96
2016-01-09,3026961.32,2766971.89,2446095.09
2016-01-10,4122392.05,3887939.9,3201417.67
2016-01-11,3434076.67,3252728.29,2780091.13
2016-01-12,2627637.47,2513366.73,2110300.27
2016-01-13,2268324.18,2037387.44,1914275.35
2016-01-14,3247398.41,3113666.82,2705497.94
2016-01-15,3532606.36,3171365.8,3003599.85
2016-01-16,3856871.3,3521492.09,3138016.53
2016-01-17,4229318.34,3721878.25,3477169.21
2016-01-18,4105149.52,3908886.54,3409714.29
2016-01-19,2818234.03,2585566.81,2313238.83
2016-01-20,2842888.66,2362231.74,2294689.37
2016-01-21,3981191.66,3625294.96,3293021.93
2016-01-22,3322730.4,3053824.79,2667153.86
2016-01-23,3998813.29,3641317.0,3324513.23
2016-01-24,4734624.57,4559459.0,3904936.72
2016-01-25,5007306.32,4708674.16,4047871.63
2016-01-26,3544741.3,3083107.84,2876880.62
2016-01-27,4728554.45,4504427.14,3994526.08
2016-01-28,6717660.92,6076259.2,5529962.06
2016-01-29,5013253.01,4434618.9,4078543.96
2016-01-30,6920879.78,6017020.04,5546795.93
2016-01-31,6449751.32,5618578.98,5251383.47
2016-02-01,5200767.32,4775774.96,4131331.82
2016-02-02,2966994.87,2531856.16,2413250.92
2016-02-03,2273911.2,2136087.96,1841992.31
2016-02-04,2819439.59,2564722.3,2305544.16
2016-02-05,3680939.41,3380691.68,2987435.62
2016-02-06,4735761.79,4369336.88,3973322.09
2016-02-07,4032333.88,3683961.11,3144310.26
2016-02-08,3848593.44,3532478.69,3120549.68
2016-02-09,3979641.11,3811705.49,3286349.1
2016-02-10,3448601.24,3039851.63,2764263.83
2016-02-11,3717348.88,3100085.66,3000678.76
2016-02-12,4035900.93,3392241.73,3269439.67
2016-02-13,4701818.64,4205267.5,3727060.93
2016-02-14,4925684.12,4546147.41,4030980.54
2016-02-15,4588032.77,4251461.4799999995,3702428.02
2016-02-16,3941056.12,3722693.42,3209642.29
2016-02-17,2962078.99,2650213.22,2374063.71
2016-02-18,4009498.5,3812363.93,3301336.9
2016-02-19,4571419.08,4347841.12,3665043.13
2016-02-20,5176883.79,4582541.18,4193086.14
2016-02-21,4758472.96,4168782.1,3843027.26
2016-02-22,4721935.01,4365572.83,3825599.58
2016-02-23,4550216.22,4311428.58,3722357.32
2016-02-24,5790273.07,5119479.14,4665515.38
2016-02-25,7677182.49,7118129.5,6237906.21
2016-02-26,7096236.89,6609830.92,5762106.77
2016-02-27,6837275.28,6206217.98,5301081.64
2016-02-28,5117740.12,4686300.33,4142676.19
2016-02-29,3529083.59,3185766.85,2843903.05
2016-03-01,709982.79,698531.34,623398.17
2016-03-02,1479744.0,1344516.81,1243049.71
2016-03-03,2251060.05,2081671.26,1853979.92
2016-03-04,2778579.79,2514981.96,2305820.78
2016-03-05,3472294.22,3193453.77,2819038.04
2016-03-06,3501407.51,3315127.28,2754054.05
2016-03-07,4275566.76,3993912.71,3544887.63
2016-03-08,4693887.34,4297045.24,3819333.06
2016-03-09,5050829.68,4666155.62,4101613.27
2016-03-10,7374516.48,6795009.62,5983967.59
2016-03-11,6281759.31,5588988.45,5065973.55
2016-03-12,4673863.75,3968212.46,3853834.05
2016-03-13,4655322.31,4310390.64,3707033.48
2016-03-14,5214530.57,4792104.39,4150309.08
2016-03-15,5319085.92,4886085.75,4384259.36
2016-03-16,6412758.35,5455938.11,5219744.05
2016-03-17,8569336.81,7806979.41,6809198.69
2016-03-18,6917674.02,6046143.27,5792586.92
2016-03-19,5852909.53,4818715.2,4990341.15
2016-03-20,4759469.17,4170267.99,3951071.76
2016-03-21,5534732.74,4736782.88,4759221.87
2016-03-22,5449314.63,4253573.59,4970365.56
2016-03-23,6046593.49,4698334.89,5532819.27
2016-03-24,7933448.72,6462328.96,7157854.93
2016-03-25,7008643.3,5862059.64,6273523.88
2016-03-26,5197781.65,4149304.19,4790136.82
2016-03-27,6141114.6,4761939.59,5639995.87
2016-03-28,5291170.65,4166058.91,4853169.6
2016-03-29,7521778.94,5998948.56,6878616.36
2016-03-30,14545392.64,11711370.87,13412468.3
2016-03-31,14231299.73,11464046.81,12932629.87
2016-04-01,12298083.49,9611312.03,11254792.81
2016-04-02,13123488.4,10381877.23,12292938.79
2016-04-03,10576481.39,8303974.58,9627706.26
2016-04-04,4230255.21,3499954.86,3886345.44
2016-04-05,4598444.87,3606345.94,4315060.71
2016-04-06,5873076.02,4666264.86,5465466.98
2016-04-07,5504606.21,4376917.57,5121344.12
2016-04-08,4323869.8,3454094.06,3902265.35
2016-04-09,4537873.44,3642004.0,4208365.26
2016-04-10,4898415.28,3936753.5,4517178.31
2016-04-11,6193751.24,5025596.22,5553289.41
2016-04-12,5962850.28,4679992.01,5477134.6
2016-04-13,8636899.06,7067731.79,7772805.93
2016-04-14,7184576.35,5770213.52,6220003.38
2016-04-15,5910167.4,4807535.45,5244820.29
2016-04-16,7075518.69,5921274.51,5997253.75
2016-04-17,9065525.85,8093635.95,7747445.67
2016-04-18,7930420.94,7378456.66,6496267.7
2016-04-19,9299472.01,8343586.25,7665794.67
2016-04-20,11470503.55,10331331.58,9220652.39
2016-04-21,9681621.65,8728794.05,7780628.47
2016-04-22,6442191.99,5762515.08,5276646.93
2016-04-23,8225755.2,7708836.5,6488166.41
2016-04-24,8005992.5,7279021.39,6468446.01
2016-04-25,11068078.01,9512335.14,8923524.58
2016-04-26,11387120.36,10315064.66,9133066.32
2016-04-27,16379722.53,14759326.21,13128158.81
2016-04-28,17388183.19,15697639.27,13978683.94
2016-04-29,16966030.5,15415360.18,13610990.42
2016-04-30,12874790.56,11796741.64,10476104.29
2016-05-01,11553720.73,10428402.88,9387796.08
2016-05-02,8891959.72,7791047.19,7094979.67
2016-05-03,6609488.85,6161656.59,5263847.33
2016-05-04,6041365.35,5359623.82,4874007.55
2016-05-05,6026491.95,5239357.71,4682705.07
2016-05-06,5884185.84,5132524.42,4692160.58
2016-05-07,5016235.82,4527910.78,3962154.52
2016-05-08,4730903.12,4226963.61,3759762.75
2016-05-09,7307039.01,6446194.0,5990848.79
2016-05-10,6636687.87,6249639.52,5216849.07
2016-05-11,8452886.26,7639896.26,6878143.05
2016-05-12,10736290.28,9721995.56,8789857.02
2016-05-13,9817523.43,8867296.44,7817935.3
2016-05-14,7446413.22,6594915.4,6064015.7
2016-05-15,6413929.56,5783703.39,4998345.42
2016-05-16,7701732.93,6922556.33,5993216.92
2016-05-17,8631034.09,7806983.83,6848845.3
2016-05-18,8416389.92,7770624.7700000005,6811181.17
2016-05-19,11212790.37,10157675.94,9063577.59
2016-05-20,10058131.11,9372929.1,8217262.68
2016-05-21,7447083.47,6620763.09,5895652.1
2016-05-22,7687940.04,7071764.83,6156525.22
2016-05-23,8645211.05,7838280.88,7045764.67
2016-05-24,8183351.87,7319906.67,6580079.91
2016-05-25,9916196.12,9302684.52,7860116.29
2016-05-26,12748857.56,11466578.08,10440320.85
2016-05-27,10645860.16,10060600.58,8560911.95
2016-05-28,7818417.53,7131669.16,6306590.85
2016-05-29,6277386.71,5759604.8,4980964.03
2016-05-30,15902645.06,14435422.56,12868500.26
2016-05-31,15273734.62,13996489.13,12146387.51
2016-06-01,15027967.48,13137599.84,12020718.26
2016-06-02,15450407.81,14184860.49,12454831.83
2016-06-03,14905219.23,13602828.35,12099283.96
2016-06-04,3543917.94,3395839.84,2852864.04
2016-06-05,5281645.29,4913129.37,4151357.66
2016-06-06,5164395.26,4664819.64,4100125.08
2016-06-07,6484605.21,5780325.26,5302528.24
2016-06-08,8622987.0,7804109.39,7158408.04
2016-06-09,6719422.7,5817697.51,5484927.09
2016-06-10,5856690.47,5344490.08,4774033.93
2016-06-11,5949391.29,5397492.47,4761365.56
2016-06-12,6087764.33,5592314.65,4901187.37
2016-06-13,6889883.95,6079826.97,5491827.46
2016-06-14,9141001.7,8479559.05,7338757.88
2016-06-15,9864183.86,8795028.28,7853426.55
2016-06-16,10058421.18,9363004.38,8220535.81
2016-06-17,5423957.08,4894468.65,4250810.07
2016-06-18,7882351.1,7067200.75,6322388.46
2016-06-19,7908073.31,6962893.36,6297385.32
2016-06-20,7266335.58,6395416.2,5841977.09
2016-06-21,8500049.69,7316380.82,6752198.15
2016-06-22,10283795.21,9337102.17,8167871.69
2016-06-23,9872888.2,8406470.63,7950198.34
2016-06-24,7881916.83,7342152.88,6508523.99
2016-06-25,6886227.09,5654550.16,6096912.54
2016-06-26,6698524.32,5148981.9,6144242.3
2016-06-27,6871506.56,5252958.08,6833479.69
2016-06-28,8247984.99,6315648.27,8163713.72
2016-06-29,13343751.12,9905809.05,13303063.47
2016-06-30,11824115.33,8881170.14,11686500.64
2016-07-01,10173764.85,7581739.38,10138330.52
2016-07-02,8800553.93,6457732.41,8597989.65
2016-07-03,6426683.62,4842492.98,6344095.57
2016-07-04,1386571.93,985496.42,1325944.63
2016-07-05,2748779.52,2109856.79,2677876.06
2016-07-06,2703265.31,2041382.61,2729115.94
2016-07-07,4517288.27,3389476.89,4518370.11
2016-07-08,3773827.56,2872262.61,3763622.72
2016-07-09,4051086.89,2928973.3,3956559.68
2016-07-10,4008532.54,2988384.8,3789183.06
2016-07-11,4094198.38,3106441.45,3954521.72
2016-07-12,4373623.08,3160978.61,4271906.38
2016-07-13,3978100.94,2999202.01,3903887.84
2016-07-14,5834657.65,4536429.05,5776926.66
2016-07-15,5538171.41,4066942.34,5410397.02
2016-07-16,4146739.21,3224202.72,3932641.54
2016-07-17,4362617.65,3260383.5100000002,4257377.15
2016-07-18,4037086.77,3126053.65,4032049.3
2016-07-19,4972014.76,4082344.88,4468539.05
2016-07-20,5743038.13,4608452.11,4989427.8
2016-07-21,6234589.1,5583790.7,5454135.01
2016-07-22,6429688.49,5476511.37,5405412.2
2016-07-23,5794840.19,5492354.01,4693760.16
2016-07-24,4992598.4,4249388.7299999995,3988427.93
2016-07-25,6602810.86,5966770.63,5210533.01
2016-07-26,7851989.46,7044841.84,6298482.2
2016-07-27,7880563.86,6934767.35,6294203.51
2016-07-28,10561338.25,9701822.91,8364736.75
2016-07-29,9786083.49,9118193.18,8009568.05
2016-07-30,6346290.87,5801962.31,5035247.55
2016-07-31,11015269.56,10173852.959999999,8901256.98
2016-08-01,10793582.2,9813543.55,8684114.27
2016-08-02,9744357.22,8955212.54,7715286.95
2016-08-03,9904285.99,9368472.74,7903743.51
2016-08-04,9495153.07,8822010.34,7445312.45
2016-08-05,5608281.75,5205959.64,4405172.77
2016-08-06,3417126.9,3131772.39,2778007.61
2016-08-07,4427581.45,4037916.91,3417549.23
2016-08-08,4350104.4,3756010.5,3457274.61
2016-08-09,5367433.58,4925628.06,4307308.14
2016-08-10,6219835.93,5672017.12,4989664.4
2016-08-11,6515630.05,5844269.03,5260377.53
2016-08-12,6119372.31,5306229.54,4890673.79
2016-08-13,4911652.24,4455276.85,4032826.41
2016-08-14,4133214.74,3822008.7600000002,3276890.85
2016-08-15,5605211.59,5159750.36,4497185.08
2016-08-16,5622571.31,5166828.54,4439845.57
2016-08-17,5481191.48,5154989.21,4224740.02
2016-08-18,9528740.46,8165917.12,7920089.68
2016-08-19,6546299.57,6171351.52,5278113.04
2016-08-20,5781551.94,5120315.08,4564247.81
2016-08-21,6521389.47,5760344.61,5328696.02
2016-08-22,5219998.72,4759960.99,4287522.68
2016-08-23,4815121.42,4300359.1,3868404.84
2016-08-24,6292751.73,5883289.89,5100249.41
2016-08-25,8794928.73,8200555.68,6977759.11
2016-08-26,5680360.34,5168245.01,4488665.83
2016-08-27,4561647.77,4203192.95,3662367.33
2016-08-28,15158669.18,14210633.72,12249721.23
2016-08-29,14043471.1,12638740.209999999,11328872.12
2016-08-30,13812380.3,12636679.65,11037531.68
2016-08-31,12534594.92,11554151.2,10091516.93
2016-09-01,12403544.62,11223109.27,10116739.78
2016-09-02,2363186.38,2056040.21,2197302.32
2016-09-03,2854708.14,2173636.22,2576390.08
2016-09-04,2911393.7,2396223.71,2610346.46
2016-09-05,4157930.98,3196672.4,3683805.93
2016-09-06,4457820.99,3717081.06,4021959.96
2016-09-07,2727504.52,2189514.37,2482230.36
2016-09-08,2950156.73,2191607.1,2710099.28
2016-09-09,4080455.52,3115968.35,3550531.35
2016-09-10,3383667.97,2601675.51,3081087.79
2016-09-11,4791697.67,3861162.13,4209772.35
2016-09-12,5675073.45,4465825.35,5130706.55
2016-09-13,5639925.61,4492713.1,5076124.78
2016-09-14,4385149.48,3532238.52,3911967.05
2016-09-15,3714513.35,3100469.22,3311188.02
2016-09-16,4018602.31,3468999.83,3556568.41
2016-09-17,4431680.09,3524018.33,3843688.85
2016-09-18,4942620.63,4097683.69,4382989.7
2016-09-19,5350877.2,4511645.77,4783146.79
2016-09-20,4950112.24,3907819.21,4381290.5
2016-09-21,4415854.52,3652721.02,4042078.78
2016-09-22,3570383.96,3014505.02,3326231.28
2016-09-23,4188287.62,3159481.2,3857859.5
2016-09-24,3669054.98,2880157.29,3149906.57
2016-09-25,5830714.93,4810885.16,5221915.5
2016-09-26,6888617.97,5437394.41,6121949.95
2016-09-27,8489123.16,6972499.11,7795904.94
2016-09-28,7567886.85,6454350.5,6824968.63
2016-09-29,5432931.71,4364808.45,4892504.82
2016-09-30,4909635.76,4098646.06,4205412.15
2016-10-01,4366699.03,3811604.9899999998,3701260.21
2016-10-02,2596796.4,2392124.42,1974164.43
2016-10-03,2548741.44,2426150.23,2097911.33
2016-10-04,3461082.31,3296610.65,2850191.25
2016-10-05,3424882.78,3254347.85,2746226.47
2016-10-06,2895028.23,2695658.12,2454432.63
2016-10-07,3222934.99,2844187.71,2477341.55
2016-10-08,3101070.27,2804901.25,2574361.13
2016-10-09,3313712.48,3136251.96,2583489.11
2016-10-10,4264616.83,3924901.29,3371581.16
2016-10-11,4422185.53,4217346.67,3581266.99
2016-10-12,4541598.24,4255070.43,3524730.02
2016-10-13,3317032.06,3116099.43,2649214.4
2016-10-14,3511630.87,3321268.33,2718591.77
2016-10-15,3943248.97,3466351.04,3043533.56
2016-10-16,4376304.87,4071979.01,3413503.15
2016-10-17,3037287.93,2669370.47,2453991.87
2016-10-18,4508859.09,4169629.31,3657069.31
2016-10-19,4228189.57,3854968.27,3396000.86
2016-10-20,2846518.01,2572288.42,2260628.69
2016-10-21,3272036.28,3070594.14,2634207.2
2016-10-22,3948044.16,3570219.39,3231763.1
2016-10-23,3383059.2,3170373.69,2666084.61
2016-10-24,4380387.44,4168789.44,3526727.23
2016-10-25,4299274.8,3818456.89,3249930.02
2016-10-26,4706906.11,3950632.79,3751859.51
2016-10-27,4202633.76,3803941.19,3430770.86
2016-10-28,7095459.64,6587180.22,5821255.79
2016-10-29,7748034.04,7112333.88,6291672.94
2016-10-30,6231866.09,5538341.7299999995,5021019.4
2016-10-31,6154479.92,5756379.11,4923620.6
2016-11-01,7719179.86,7147879.15,6108632.49
2016-11-02,2019573.39,1935857.1099999999,1671538.84
2016-11-03,2167731.38,1951137.61,1630172.24
2016-11-04,2921457.72,2729843.1,2325634.63
2016-11-05,3331729.51,2968677.01,2510325.05
2016-11-06,3177194.93,2760774.28,2614531.12
2016-11-07,4013690.76,3546656.99,3164694.75
2016-11-08,2902668.64,2763947.33,2275142.13
2016-11-09,3088936.2,2910156.09,2415653.4
2016-11-10,3524443.54,3220611.92,2787453.25
2016-11-11,3242466.89,2859396.9699999997,2622416.39
2016-11-12,4067309.35,3759417.45,3215859.82
2016-11-13,4108240.53,3697696.7,3298120.47
2016-11-14,5384564.17,4895519.4,4287246.16
2016-11-15,4067351.79,3711349.2,3266049.08
2016-11-16,2666254.64,2554852.35,2184170.77
2016-11-17,3253737.52,3039907.37,2657687.82
2016-11-18,2750384.49,2433553.3,2341586.51
2016-11-19,3049656.36,2352528.42,2797715.85
2016-11-20,2422645.76,1841755.05,2208447.77
2016-11-21,2849528.18,2134551.62,2622825.33
2016-11-22,2953802.19,2214293.36,3010640.25
2016-11-23,1781135.32,1355213.92,1682846.05
2016-11-24,1693041.1,1270221.5,1727778.84
2016-11-25,3314537.94,2408046.13,3343367.28
2016-11-26,3392192.14,2568904.32,3360164.37
2016-11-27,5299633.2,3931391.52,5281944.59
2016-11-28,5196318.58,3923853.2,5131257.93
2016-11-29,4921786.18,3501049.7800000003,4962698.8
2016-11-30,3832887.02,2761386.25,3897608.89
2016-12-01,2358573.02,1683953.69,2341309.79
2016-12-02,907573.74,624522.01,925477.21
2016-12-03,1333890.05,988428.16,1218185.92
2016-12-04,2237557.76,1644563.83,2224630.3
2016-12-05,1925286.27,1522083.76,1939563.58
2016-12-06,2605334.49,1921624.93,2510982.32
2016-12-07,2299467.49,1691330.44,2274139.79
2016-12-08,2075549.34,1456439.6500000001,2136761.21
2016-12-09,2553283.93,1994255.92,2600587.96
2016-12-10,2913080.54,1995359.17,2889190.43
2016-12-11,2853330.5,2021239.38,2812545.24
2016-12-12,3248145.42,2293088.4,3217430.0
2016-12-13,3823629.31,2719642.47,3830277.56
2016-12-14,2792734.55,2069558.88,2831410.87
2016-12-15,2707101.38,2054831.13,2742933.88
2016-12-16,2646651.72,2046685.91,2651717.38
2016-12-17,3238132.58,2329303.57,3280502.46
2016-12-18,3271429.4,2317470.59,3285398.32
2016-12-19,4135316.35,2998594.42,4095588.8
2016-12-20,4293749.29,3051136.99,4224108.67
2016-12-21,4279775.59,3220497.61,4100591.43
2016-12-22,3117384.48,2397013.77,3057416.11
2016-12-23,2500798.47,1678046.29,2509747.01
2016-12-24,2034069.49,1444402.7,2007308.18
2016-12-25,3488378.94,2540575.0,3406046.44
2016-12-26,3839559.68,2878568.73,3806837.33
2016-12-27,5844260.6,4176970.28,5750792.35
2016-12-28,7554359.22,5464855.82,7421332.69
2016-12-29,7928143.58,5738564.12,7951767.41
2016-12-30,5840732.73,4420355.52,5741938.39
2016-12-31,4969730.15,3825226.27,4920694.41
2017-01-01,3998895.08,3248921.65,3583814.01
2017-01-02,1748553.87,1673076.85,1374452.07
2017-01-03,1891837.91,1752139.15,1573537.28
2017-01-04,847466.28,806071.97,682698.81
2017-01-05,1464435.52,1430702.48,1145400.53
2017-01-06,2311449.24,2133005.56,1842665.52
2017-01-07,2148635.45,2107808.27,1767280.58
2017-01-08,2907768.3,2662628.63,2272946.44
2017-01-09,3437216.12,3167511.31,2814472.11
2017-01-10,3014515.71,2754248.2199999997,2440786.22
2017-01-11,2227157.79,2079260.63,1674420.56
2017-01-12,2704158.21,2480916.96,2101198.8
2017-01-13,3136819.59,2812459.18,2599219.64
2017-01-14,2056300.58,1877895.1600000001,1704845.73
2017-01-15,2415343.55,2320425.45,1994964.86
2017-01-16,3848368.92,3425398.02,3102404.56
2017-01-17,2829843.68,2475899.75,2229864.7
2017-01-18,2138817.82,2025749.12,1652537.47
2017-01-19,2663777.41,2617253.84,2187863.56
2017-01-20,2871845.05,2656878.6,2318588.01
2017-01-21,2790303.1,2680965.1,2232164.85
2017-01-22,2438538.62,2262534.86,2064760.98
2017-01-23,3466339.69,3056396.63,2719480.1
2017-01-24,2856042.21,2541020.66,2288079.89
2017-01-25,2345949.16,2236412.75,1953862.54
